PG.ProteinAccessions	[1] 20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-A5_1_22639.htrms.PG.Quantity	[2] 20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-A11_1_22645.htrms.PG.Quantity	[3] 20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-B5_1_22651.htrms.PG.Quantity	[4] 20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-B11_1_22657.htrms.PG.Quantity
P62072	489.2100524902344	549.6212768554688	532.5690307617188	533.9586791992188
P62081	8821.607421875	9912.107421875	8494.9287109375	8637.8642578125
P62136	6996.1533203125	7138.50537109375	7039.23046875	7167.1015625
P62140	1906.7247314453125	2037.191162109375	1958.4287109375	1857.5032958984375
P62166	461.88037109375	514.4661254882812	521.7883911132812	504.8304138183594
P62191	1741.1485595703125	1627.86083984375	1836.3636474609375	1792.3580322265625
P62195	2451.46484375	2409.57373046875	2350.0224609375	2337.70654296875
P62241	18452.11328125	18706.736328125	18238.080078125	18526.271484375
P62244	7501.95947265625	8810.0078125	8956.251953125	9845.3125
P62249	19649.169921875	20258.98046875	18741.978515625	17945.79296875
P62253	347.76751708984375	295.217041015625	342.35345458984375	326.7210998535156
P62256	1050.072509765625	1154.241943359375	1067.43798828125	1087.010986328125
P62258	13187.318359375	13060.634765625	12990.181640625	12926.25390625
P62263	15672.5078125	16154.068359375	16222.265625	16707.345703125
P62266	4564.44677734375	4720.8974609375	4583.36669921875	4552.294921875
P62269	36709.59765625	37298.6875	35842.8359375	36013.43359375
P62273	1386.755859375	1460.5533447265625	1245.0999755859375	1272.592041015625
P62277	18363.00390625	18606.63671875	18651.67578125	18799.375
P62280	8998.5048828125	9009.50390625	9253.7451171875	8947.9716796875
P62304	10696.2587890625	8477.833984375	7753.9853515625	7761.82373046875
P62306	1408.2493896484375	1613.7681884765625	1470.0802001953125	1600.3155517578125
P62310	1344.30908203125	1546.135986328125	1470.834228515625	1559.1951904296875
P62312	731.7120361328125	746.234619140625	697.25537109375	653.6409912109375
P62314	721.2487182617188	760.5081176757812	726.3228759765625	662.0803833007812
P62316	2540.033935546875	2570.534423828125	2482.88037109375	2528.531982421875
P62318	7012.99853515625	7624.22412109375	7259.017578125	6703.97265625
P62328	5590.34814453125	5137.912109375	5645.8349609375	5224.12060546875
P62330	845.1221923828125	815.3414306640625	810.1975708007812	883.8043823242188
P62333	3549.82861328125	3555.605224609375	3636.75048828125	3631.756103515625
P62341	163.1439666748047	280.19659423828125	198.12203979492188	190.68502807617188
P62380	121.51024627685547	120.2905502319336	91.61003112792969	85.70399475097656
P62424	16921.82421875	16928.07421875	15845.91796875	16113.7685546875
P62487	558.4234619140625	557.3250122070312	556.67431640625	540.7565307617188
P62491	196.26058959960938	166.7032928466797	162.69874572753906	174.64083862304688
P62495	6441.84521484375	6665.5986328125	6631.5439453125	6744.3076171875
P62633	1588.453369140625	1701.8594970703125	1562.8028564453125	1384.836669921875
P62699	645.089599609375	554.8175048828125	580.285400390625	342.45538330078125
P62701	7231.279296875	8060.9150390625	7551.873046875	7596.2197265625
P62714	7716.84814453125	7157.10107421875	7464.3896484375	7410.5107421875
P62736	6124.015625	5895.3173828125	6535.421875	6309.7314453125
P62745	1132.8905029296875	1086.43408203125	1116.090087890625	1102.23681640625
P62750	10760.498046875	11964.4208984375	11375.357421875	11466.4052734375
P62753	12912.3056640625	13626.2431640625	11902.6435546875	12725.9501953125
P62805	73302.953125	79615.40625	74220.53125	70126.4765625
P62820	578.3692016601562	581.008544921875	571.4690551757812	543.0865478515625
P62826	42465.19140625	41640.33203125	39939.234375	40569.28125
P62829	8434.3828125	8163.3828125	8205.8427734375	7558.37841796875
P62834	1476.1602783203125	1754.43505859375	1728.206298828125	2063.7919921875
P62837	2309.441650390625	2521.7255859375	2484.143798828125	2494.99951171875
P62841	1474.6951904296875	1672.011474609375	1759.55810546875	1929.7825927734375
P62847	3023.481201171875	3214.591064453125	3382.0556640625	3499.49609375
P62851	17509.7578125	18216.419921875	17305.232421875	16290.015625
P62854	3291.834716796875	3147.097412109375	3534.913818359375	3172.940185546875
P62857	25744.240234375	24862.57421875	23028.830078125	22594.353515625
P62861	10067.2919921875	9603.982421875	10699.880859375	12447.484375
P62873	1007.257568359375	942.9841918945312	1050.3284912109375	906.1505737304688
P62875	581.9388427734375	680.1331176757812	644.7537231445312	696.3480834960938
P62877	652.5013427734375	589.6385498046875	628.7154541015625	566.744140625
P62879	3907.9736328125	3930.417724609375	3830.986083984375	3912.44677734375
P62888	10252.0283203125	9584.8671875	10462.8173828125	9496.7216796875
P62899	5762.53759765625	5864.14697265625	5363.7568359375	5080.7412109375
P62906	6865.75244140625	7570.2265625	6840.11962890625	7356.82275390625
P62910	6593.63427734375	6479.2919921875	6458.37548828125	6973.14453125
P62913	12055.7626953125	12670.892578125	11181.638671875	11530.14453125
P62917	5393.94189453125	5772.970703125	5535.416015625	5610.3525390625
P62937	38274.14453125	37688.7734375	39457.6484375	39511.61328125
P62942	3930.46337890625	4243.85888671875	3949.66357421875	4267.302734375
P62979	31944.935546875	32254.44140625	32391.349609375	32195.669921875
P62993	1498.661376953125	1498.192626953125	1466.725341796875	1482.16357421875
P62995	747.5343627929688	807.1175537109375	735.8961181640625	740.584716796875
P63000	4801.5537109375	4831.14501953125	4606.4423828125	4813.25830078125
P63010	2481.99951171875	2600.8671875	2554.76953125	2571.84326171875
P63092;Q5JWF2	1156.206298828125	1161.49951171875	1099.379150390625	1154.4072265625
P63096	728.1375732421875	757.1232299804688	762.5884399414062	764.306884765625
P63098	612.1121826171875	615.583740234375	500.5037841796875	573.2643432617188
P63104	23530.076171875	23627.68359375	24404.162109375	24793.392578125
P63146	353.7535705566406	374.2781066894531	308.97760009765625	411.450927734375
P63151	2139.860595703125	2173.35791015625	2220.239990234375	2279.622314453125
P63165	347.38262939453125	356.81817626953125	312.59820556640625	376.5498962402344
P63167	892.2194213867188	967.7531127929688	1087.4464111328125	1042.1976318359375
P63172	201.05857849121094	191.73487854003906	193.02084350585938	194.3626708984375
P63173	2605.89404296875	2776.1328125	2808.349853515625	2883.27197265625
P63208	4227.50048828125	4523.36376953125	4375.03515625	4281.09033203125
P63218	300.5509948730469	324.0665283203125	277.2322998046875	245.39849853515625
P63220	10812.1552734375	11773.896484375	10843.015625	11036.3505859375
P63241	3542.16796875	3733.23486328125	3676.965087890625	3717.433837890625
P63244	17037.18359375	17599.662109375	16583.615234375	17076.046875
P63261	10307.3447265625	10655.7890625	11450.634765625	11704.705078125
P63272	724.0244750976562	601.8707275390625	671.796875	607.3189697265625
P63279	2747.872802734375	2730.360595703125	2990.69873046875	3263.845947265625
P63313	1958.89697265625	1547.1510009765625	1860.5682373046875	1776.6502685546875
P67775	3759.05029296875	3680.830810546875	3723.63720703125	3697.019775390625
P67809	3534.860107421875	3696.239990234375	3637.93505859375	3562.52392578125
P67812	602.3815307617188	725.251220703125	682.4745483398438	671.6625366210938
P67870	1462.061279296875	1751.5753173828125	1755.579833984375	1948.81494140625
P67936	15116.6044921875	14516.1826171875	14719.7392578125	14377.0146484375
P68036	2426.693603515625	2412.326904296875	2244.00244140625	2459.14892578125
P68104	84340.984375	89624.921875	86817.8359375	87411.6484375
P68363	64421.421875	68836.140625	67064.3203125	67245.8359375
P68366	2724.40380859375	3346.31787109375	3006.10009765625	3301.635498046875
P68371	41668.9609375	42956.98046875	42398.46484375	43294.5546875
P68400	2820.1552734375	2706.4677734375	2694.0419921875	2717.5478515625
P68402	1220.04931640625	1171.737548828125	1165.974365234375	1139.5413818359375
P68431	1546.86865234375	1991.1956787109375	1778.7012939453125	1606.469970703125
P68871	15516.21875	16128.7939453125	15509.7783203125	15355.9072265625
P69905	9139.8671875	8843.97265625	8961.1416015625	8475.365234375
P78310	1108.281494140625	1090.3099365234375	1062.986083984375	1044.3470458984375
P78316	927.4365844726562	944.9160766601562	898.7738037109375	925.7145385742188
P78317	114.82821655273438	121.34514617919922	101.84950256347656	100.75985717773438
P78318	515.5567626953125	523.4175415039062	520.5914306640625	540.6875610351562
P78330	1345.03955078125	1320.6739501953125	1376.8214111328125	1322.564453125
P78332	384.81671142578125	387.07110595703125	380.5235595703125	368.8870849609375
P78337	104.9314193725586	86.69847869873047	86.01408386230469	94.14532470703125
P78344	1591.0699462890625	1555.59814453125	1586.63671875	1539.3216552734375
P78345	536.84521484375	504.3753356933594	453.7218322753906	459.11187744140625
P78346	388.0955810546875	358.3210754394531	396.3304748535156	397.1470642089844
P78347	5807.40185546875	5860.08203125	5949.2470703125	6008.76171875
P78356	129.25732421875	160.2047576904297	142.74493408203125	145.6246795654297
P78362	1242.2291259765625	1299.97705078125	1282.9493408203125	1320.130859375
P78368	373.09375	284.7027587890625	244.22494506835938	242.27772521972656
P78371	12552.4560546875	12891.3076171875	13281.1689453125	13431.03515625
P78381	157.45741271972656	169.0644989013672	183.6460418701172	193.842529296875
P78383	251.66787719726562	231.65505981445312	210.66712951660156	184.4060821533203
P78406	624.6351928710938	647.1570434570312	682.2369384765625	708.4336547851562
P78413	409.32879638671875	377.375	403.1370849609375	366.72271728515625
P78417	14519.8798828125	14222.0078125	14325.1748046875	14538.544921875
P78527	6915.8056640625	7044.216796875	6928.8427734375	6969.7470703125
P78536	276.44964599609375	262.8677673339844	258.6418151855469	280.4602966308594
P78537	1059.6630859375	1027.1412353515625	1095.730712890625	1041.4188232421875
P78540	227.20590209960938	300.7106628417969	246.31842041015625	250.7257537841797
P78549	486.5268859863281	486.4488525390625	517.1290893554688	519.9293823242188
P78552	271.37579345703125	290.57147216796875	213.07106018066406	178.97503662109375
P78559	370.7884521484375	273.0528869628906	213.11190795898438	257.1672668457031
P78560	196.24473571777344	158.84930419921875	148.7091522216797	145.12701416015625
P78563	523.1390380859375	515.4574584960938	517.3877563476562	514.5989379882812
P79522	253.6807861328125	103.08960723876953	174.9873504638672	151.129150390625
P80217	280.4830322265625	299.4089660644531	284.4117736816406	283.096923828125
P80303	957.9022827148438	950.9182739257812	985.7194213867188	915.523193359375
P80723	3237.612060546875	3213.847900390625	3372.929443359375	3199.872802734375
P81274	109.85298156738281	115.79822540283203	118.48686218261719	86.41219329833984
P82094	561.0523071289062	521.622314453125	500.1883850097656	526.2659301757812
P82650	1992.5120849609375	2124.909912109375	2107.409912109375	2037.7359619140625
P82663	639.005615234375	700.3331298828125	683.1937866210938	611.6978149414062
P82664	921.7094116210938	915.5144653320312	863.8395385742188	899.3295288085938
P82673	451.943603515625	534.8897094726562	465.0411682128906	449.3859558105469
P82675	528.2249755859375	536.2578735351562	540.5040283203125	543.3189697265625
P82909	573.9056396484375	535.7435913085938	564.6989135742188	536.0765991210938
P82912	522.15185546875	521.6380615234375	476.6547546386719	470.8171081542969
P82914	572.505126953125	594.627685546875	623.2775268554688	574.4874267578125
P82921	312.2992858886719	283.0608215332031	250.37547302246094	234.4219970703125
P82930	603.4599609375	687.2365112304688	632.2885131835938	662.9681396484375
P82932	535.0438842773438	555.0933837890625	680.4031982421875	571.6434326171875
P82933	1015.4033813476562	987.2745361328125	988.8579711914062	948.8958129882812
P82970	313.60345458984375	338.5408935546875	365.82421875	372.8892517089844
P82979	4779.57861328125	5125.9892578125	5116.8447265625	4950.5625
P83111	229.77728271484375	264.89154052734375	247.4810333251953	247.56529235839844
P83369	102.94036865234375	98.34444427490234	97.60420227050781	98.78868103027344
P83436	843.767333984375	871.5491943359375	823.7410278320312	828.1771240234375
P83731	8856.0830078125	8758.66796875	8887	8845.2802734375
P83876	455.5888366699219	432.88592529296875	421.982421875	401.3324890136719
P83881	3351.533447265625	2980.5302734375	2816.70556640625	2717.6435546875
P83916	382.45416259765625	377.5281677246094	384.1997375488281	389.2238464355469
P84022	NaN	115.14210510253906	74.92462158203125	103.86622619628906
P84077	285.1925964355469	221.25596618652344	166.4086456298828	187.2817840576172
P84085	611.2422485351562	583.25732421875	597.4263305664062	602.7752075195312
P84090	7725.05859375	8179.7880859375	8185.44287109375	7928.06005859375
P84095	290.6133728027344	358.9284362792969	323.8834533691406	309.3858642578125
P84098	10254.2431640625	10568.0361328125	10250.33984375	9777.3173828125
P84101	243.29891967773438	262.4074401855469	302.8194274902344	237.68055725097656
P84103	12138.736328125	11975.8525390625	12686.6318359375	11600.970703125
P84157	172.0915985107422	185.42486572265625	180.2843780517578	173.13449096679688
P84243	498.022705078125	490.6465759277344	432.66064453125	324.4186706542969
P85037	432.8585205078125	497.4032897949219	435.0682067871094	476.4187316894531
P86452	1425.292236328125	1404.3983154296875	1280.6690673828125	1181.7347412109375
P86790;P86791	374.5911560058594	403.54156494140625	397.4271545410156	398.83856201171875
P98082	6965.7568359375	6964.80517578125	6988.28076171875	6765.90869140625
P98160	229.12310791015625	209.0349578857422	227.03834533691406	208.88772583007812
P98170	494.0446472167969	457.8563232421875	522.4452514648438	507.7231750488281
P98172	NaN	NaN	NaN	39.614463806152344
P98173	130.72288513183594	154.7525177001953	139.75689697265625	137.00588989257812
P98175	1593.8084716796875	1462.587158203125	1428.460205078125	1490.1180419921875
P98179	464.0891418457031	479.48345947265625	486.08245849609375	504.3218994140625
P98194	242.0894012451172	250.45956420898438	224.48155212402344	229.11927795410156
P98196	531.5972900390625	564.1130981445312	600.94189453125	551.8527221679688
P99999	911.8621215820312	943.7880249023438	907.9580078125	874.7275390625
Q00013	47.21893310546875	35.116004943847656	41.95660400390625	66.37577056884766
Q00059	2077.549072265625	2075.245361328125	2001.7828369140625	1974.368408203125
Q00169	480.95257568359375	497.7295837402344	502.26654052734375	509.9032287597656
Q00325	7631.21533203125	8333.0546875	8769.541015625	8672.2861328125
Q00341	3452.175537109375	3452.951171875	3518.392333984375	3522.231689453125
Q00403	913.3079833984375	959.546630859375	882.9970092773438	953.2782592773438
Q00534	1586.771240234375	1644.954833984375	1629.3916015625	1621.61572265625
Q00535	610.4390258789062	628.7073364257812	647.9684448242188	668.5155029296875
Q00536	761.3422241210938	812.0070190429688	835.6818237304688	723.3688354492188
Q00577	352.3415222167969	409.0959167480469	430.8002014160156	401.41583251953125
Q00587	376.5561828613281	347.41583251953125	395.76934814453125	383.7230529785156
Q00597	179.7085723876953	135.1402587890625	133.52203369140625	100.56674194335938
Q00610	15780.0498046875	16540.533203125	16648.3046875	16597.947265625
Q00613	498.3468322753906	479.3185119628906	486.8399658203125	519.1957397460938
Q00653	1281.58056640625	1291.9454345703125	1177.20556640625	1327.4468994140625
Q00688	1077.68017578125	1061.3653564453125	992.3544311523438	952.2504272460938
Q00765	1996.144775390625	2058.533203125	2029.990966796875	1955.25
Q00796	1661.3714599609375	1669.82421875	1625.433837890625	1576.09326171875
Q00839	14245.5576171875	15547.0712890625	15877.4755859375	16149.3896484375
Q00973	NaN	539.4176025390625	NaN	NaN
Q01081	2303.51953125	2264.032470703125	2365.616943359375	2292.908203125
Q01082	3464.001220703125	3504.975341796875	3421.940185546875	3483.28857421875
Q01085	1375.4608154296875	1382.4915771484375	1387.658935546875	1428.2689208984375
Q01105	13213.3388671875	12839.7939453125	13414.00390625	13031.4306640625
Q01130	2053.504150390625	2316.233154296875	2097.733154296875	2193.232177734375
Q01167	133.22079467773438	148.1466522216797	151.17727661132812	178.2707977294922
Q01196	139.7795867919922	107.82401275634766	69.34440612792969	65.74966430664062
Q01201	503.36407470703125	458.921142578125	670.6522216796875	NaN
Q01415	206.97421264648438	231.35340881347656	201.272705078125	203.94805908203125
Q01433	708.9646606445312	692.1690063476562	750.3856201171875	755.26318359375
Q01518	9436.912109375	9429.3720703125	9684.15234375	9868.83984375
Q01581	522.9060668945312	510.5107421875	483.5071716308594	488.6519775390625
Q01628	2461.54541015625	2565.1767578125	3030.274658203125	2836.446044921875
Q01629	318.4638366699219	414.61053466796875	432.669677734375	526.8522338867188
Q01650	4764.9599609375	4467.1611328125	4588.49462890625	4517.3935546875
Q01658	1464.236328125	1273.0355224609375	1240.4007568359375	1292.5762939453125
Q01664	186.0645294189453	174.302001953125	146.2427215576172	175.69081115722656
Q01780	1157.401611328125	1215.1239013671875	1208.646240234375	1233.495361328125
Q01804	270.7124328613281	285.2561340332031	321.9929504394531	269.7313537597656
Q01813	7825.6171875	7798.431640625	7748.8515625	8163.1552734375
Q01831	403.82977294921875	395.3277893066406	421.0511169433594	389.7697448730469
Q01844	1820.068603515625	2216.977294921875	1925.0216064453125	1844.366943359375
Q01850	152.31349182128906	140.20513916015625	136.43458557128906	147.8367156982422
Q01968	430.980712890625	401.7153015136719	402.17169189453125	423.73248291015625
Q01970	807.4976196289062	774.9270629882812	771.5711059570312	763.908203125
Q01974	175.24595642089844	158.57818603515625	178.443603515625	184.4955596923828
Q01995	NaN	130.24005126953125	98.5591049194336	98.80342864990234
Q02040	564.98046875	514.8283081054688	498.9592590332031	486.68658447265625
Q02083	970.9348754882812	971.5872802734375	930.6652221679688	948.2108154296875
Q02086	138.32180786132812	145.59059143066406	121.8775634765625	179.0819854736328
Q02127	487.38262939453125	495.87408447265625	482.0692443847656	481.0213317871094
Q02218	1276.936767578125	1250.5472412109375	1224.62841796875	1239.70166015625
Q02241	819.4063110351562	768.777587890625	804.040283203125	794.9302978515625
Q02252	187.6160888671875	213.98928833007812	192.48915100097656	174.33407592773438
Q02388	396.348388671875	422.7740783691406	370.4986877441406	432.0510559082031
Q02447	82.4284439086914	73.58141326904297	99.31423950195312	79.99158477783203
Q02535	334.3379211425781	302.6296691894531	282.5070495605469	237.79006958007812
Q02543	9607.13671875	8879.146484375	8376.7021484375	8208.08203125
Q02750	1231.3990478515625	1172.9190673828125	1199.5921630859375	1064.1767578125
Q02790	2852.33544921875	2884.0712890625	2948.0517578125	3001.560302734375
Q02809	2639.496337890625	2823.75830078125	2769.129638671875	2702.052978515625
Q02818	918.9574584960938	939.6761474609375	876.178466796875	878.543212890625
Q02833	134.30389404296875	NaN	NaN	166.025390625
Q02878	15312.4521484375	14834.0322265625	15005.0283203125	14373.8017578125
Q02880	914.7628173828125	891.7501831054688	950.2327270507812	949.4554443359375
Q02930	71.91567993164062	70.45252227783203	73.9345932006836	61.71195983886719
Q02952	119.68807220458984	117.37320709228516	138.54776000976562	131.2589569091797
Q02978	834.2445068359375	829.3237915039062	832.9175415039062	788.1239013671875
Q03001	470.8988342285156	477.3134460449219	491.8880615234375	441.66119384765625
Q03111	201.1991424560547	235.45265197753906	251.2009735107422	242.69525146484375
Q03112	285.74169921875	287.4385986328125	255.5149383544922	248.37498474121094
Q03113	111.6400146484375	113.6039810180664	95.66737365722656	85.13423156738281
Q03135	59.5383186340332	69.52135467529297	50.493011474609375	30.020977020263672
Q03154	304.88311767578125	263.6290283203125	294.2969970703125	287.178955078125
Q03164	447.6261291503906	430.7905578613281	438.1142578125	420.7421875
Q03167	176.79605102539062	133.17320251464844	139.6737060546875	131.62887573242188
Q03169	621.8593139648438	550.284423828125	502.0616760253906	490.5044250488281
Q03188	1771.1512451171875	1335.2105712890625	1252.0975341796875	1575.3587646484375
Q03252	2199.550537109375	2126.69384765625	2132.851806640625	2090.224365234375
Q03393	405.6640625	425.7621765136719	357.0445556640625	389.476806640625
Q03405	20.85196304321289	30.114471435546875	36.23426055908203	19.05674171447754
Q03426	281.9331359863281	290.3151550292969	259.8260803222656	292.1474609375
Q03468	257.6722412109375	248.5340576171875	269.0605773925781	248.6474151611328
Q03518	484.62646484375	424.4417724609375	483.8389587402344	469.7936706542969
Q03519	1172.81298828125	1147.7630615234375	1124.36328125	1184.8173828125
Q03701	866.8116455078125	841.1387329101562	803.000244140625	835.0781860351562
Q04206	436.01171875	411.5139465332031	426.83245849609375	433.09136962890625
Q04323	1794.2926025390625	1832.0933837890625	1793.1671142578125	1773.01123046875
Q04446	2127.77197265625	2201.53076171875	2121.995361328125	2214.186767578125
Q04637	9332.306640625	9541.568359375	9289.431640625	9159.6953125
Q04656	184.447021484375	155.95840454101562	139.07469177246094	143.37799072265625
Q04695	9399.83203125	9411.0732421875	9265.28515625	9436.388671875
Q04721	243.51918029785156	262.13092041015625	228.9716339111328	241.60305786132812
Q04726	732.9676513671875	692.3989868164062	776.94775390625	764.0154418945312
Q04760	5979.0068359375	6360.650390625	5977.53857421875	6251.1103515625
Q04771	46.00616455078125	52.12772750854492	46.31402587890625	NaN
Q04828	159.20806884765625	160.91232299804688	222.22384643554688	209.27105712890625
Q04837	3748.383056640625	3774.855224609375	4007.0166015625	3825.169189453125
Q04864	157.33143615722656	164.345703125	158.29403686523438	162.1576385498047
Q04912	77.02066040039062	74.3363037109375	61.596214294433594	70.74356079101562
Q04917	2430.11083984375	2391.519287109375	2528.907470703125	2585.73193359375
Q04941	4981.615234375	4368.9541015625	4155.451171875	4443.4169921875
Q05048	558.8316040039062	510.2052917480469	517.1202392578125	541.5166625976562
Q05086	603.6782836914062	534.3682250976562	620.685791015625	599.3087768554688
Q05209	323.9968566894531	338.7297058105469	326.5730285644531	301.87762451171875
Q05397	1101.590087890625	1147.0167236328125	1135.4410400390625	1136.06982421875
Q05513	178.2222137451172	157.03395080566406	149.27174377441406	150.12939453125
Q05519	1751.15625	1659.5455322265625	1780.15478515625	1737.966796875
Q05639	129.32110595703125	142.82260131835938	129.96585083007812	116.80294036865234
Q05655	259.9840393066406	233.39816284179688	283.7820129394531	241.23187255859375
Q05682	2973.38720703125	3020.66943359375	3000.378662109375	3059.436767578125
Q05932	546.2634887695312	530.760009765625	548.0560302734375	525.7134399414062
Q05D32	288.8157958984375	271.6993103027344	295.6470947265625	304.5553283691406
Q05DH4	NaN	NaN	43.17538070678711	42.4376335144043
Q06124	1021.2744140625	973.773681640625	969.768798828125	982.3025512695312
Q06136	361.962890625	390.537353515625	376.57232666015625	390.7011413574219
Q06203	2250.45458984375	2366.7998046875	2285.21337890625	2419.743896484375
Q06210	2617.9208984375	2593.967041015625	2534.62841796875	2601.089599609375
Q06265	1527.62890625	1529.6900634765625	1606.1365966796875	1639.2188720703125
Q06323	2200.750732421875	2317.725830078125	2415.337158203125	2438.046875
Q06330	153.7874755859375	166.15318298339844	172.84811401367188	163.79917907714844
Q06418	NaN	11.436769485473633	20.165000915527344	NaN
Q06481	256.90802001953125	275.4828796386719	276.79388427734375	266.8249206542969
Q06546	591.652587890625	642.0830688476562	638.37109375	658.5335083007812
Q06547	NaN	97.14347076416016	96.72650909423828	82.68656158447266
Q06587	442.48248291015625	448.3061218261719	360.72088623046875	371.0379333496094
Q06609	367.6612854003906	375.07708740234375	373.15447998046875	349.1634216308594
Q06787	502.255859375	504.24951171875	503.9560241699219	494.29656982421875
Q06830	49861.765625	54494.5625	51389.6328125	54461.30859375
Q07020	29706.568359375	28215.921875	26263.974609375	27099.625
Q07021	20609.07421875	22631.9375	22521.513671875	23122.546875
Q07065	3019.371337890625	3023.468505859375	2944.3876953125	3012.604248046875
Q07157	1552.6341552734375	1533.3695068359375	1554.067138671875	1580.912841796875
Q07352	NaN	103.9702377319336	81.73049926757812	57.32558822631836
Q07617	146.718505859375	159.82830810546875	163.25389099121094	152.54107666015625
Q07666	3664.146728515625	3862.451171875	3564.698974609375	3752.47900390625
Q07812	1571.013671875	1632.599365234375	1559.553955078125	1680.2462158203125
Q07817	574.96728515625	493.57415771484375	458.56988525390625	429.05438232421875
Q07820	46.12160873413086	45.15998077392578	30.120229721069336	NaN
Q07864	383.3940734863281	399.6695556640625	415.46978759765625	401.43499755859375
Q07866	807.0074462890625	823.918701171875	807.50146484375	726.4609985351562
Q07889	717.1227416992188	645.2392578125	694.1631469726562	646.6668701171875
Q07912	101.71553802490234	82.8546371459961	54.458492279052734	49.59882354736328
Q07955	13649.6875	13485.0849609375	13136.5068359375	12758.7490234375
Q07960	1300.4083251953125	1370.125244140625	1326.493896484375	1363.9534912109375
Q08050	153.05615234375	160.4496307373047	148.69398498535156	141.2041778564453
Q08117	147.25149536132812	142.0169219970703	176.97337341308594	164.2308349609375
Q08170	4596.990234375	4715.95458984375	4641.9912109375	4581.529296875
Q08209	945.8469848632812	960.8395385742188	937.020751953125	916.4546508789062
Q08211	8759.955078125	8729.8212890625	8648.5595703125	8746.2294921875
Q08257	1755.009765625	1802.1898193359375	1905.537353515625	1917.9937744140625
Q08357	126.29312133789062	94.53091430664062	68.1955795288086	84.94713592529297
Q08378	74.43596649169922	96.09215545654297	81.03510284423828	75.57625579833984
Q08379	1216.12451171875	1240.4200439453125	1199.430419921875	1256.475341796875
Q08380	197.49891662597656	181.51756286621094	299.3454895019531	220.66004943847656
Q08426	165.07533264160156	65.49375915527344	113.81951904296875	NaN
Q08499	NaN	NaN	140.877685546875	NaN
Q08623	462.7401123046875	405.80706787109375	424.843505859375	408.91363525390625
Q08722	242.3789825439453	231.42738342285156	227.6420440673828	249.3328857421875
Q08752	1265.14892578125	1223.0123291015625	1262.9442138671875	1333.251708984375
Q08945	3377.179931640625	3384.485107421875	3334.0771484375	3243.36279296875
Q08AD1	645.6981201171875	633.2173461914062	603.7510375976562	619.3989868164062
Q08AE8	143.08285522460938	109.63986206054688	164.71754455566406	62.24990463256836
Q08AF3	314.2829284667969	192.6097412109375	236.0721435546875	240.32408142089844
Q08AG7	127.00843811035156	175.0367889404297	184.17706298828125	154.68553161621094
Q08AM6	2852.96337890625	2824.76416015625	2967.886962890625	2825.0966796875
Q08J23	4144.93310546875	4197.05126953125	4050.316650390625	4124.50390625
Q09028	4252.92578125	4450.42431640625	4496.7451171875	4690.2685546875
Q09161	2746.722412109375	2753.438232421875	2873.92919921875	2872.572509765625
Q09328	55.62599563598633	52.5226936340332	57.98092269897461	47.80325698852539
Q09472	106.6166763305664	69.12855529785156	76.96548461914062	73.1716537475586
Q09666	10281.568359375	10408.9267578125	10624.7568359375	10655.130859375
Q0JRZ9	276.24969482421875	278.8860168457031	285.9644470214844	294.9457092285156
Q0P6H9	95.20626831054688	105.47769165039062	53.61829376220703	85.64566040039062
Q0PNE2	345.2462463378906	346.1683349609375	315.03973388671875	325.609375
Q0VDF9	2691.193359375	2790.602783203125	2575.657470703125	2591.83154296875
Q0VG06	113.95829772949219	129.8404541015625	117.12547302246094	98.80235290527344
Q10469	206.60655212402344	214.16558837890625	148.67857360839844	159.50328063964844
Q10471	3012.931396484375	3198.11474609375	3216.69873046875	3360.74072265625
Q10472	359.6830749511719	380.61297607421875	359.9759826660156	354.5726013183594
Q10567	1003.9769897460938	999.7549438476562	964.675048828125	1007.137451171875
Q10570	887.8268432617188	947.7567749023438	922.4765625	931.12451171875
Q10589	922.7261962890625	752.9351806640625	776.1217651367188	839.6229248046875
Q10713	1117.578125	1188.65234375	1171.8404541015625	1123.67822265625
Q11201	NaN	88.50251007080078	56.19690704345703	102.8931655883789
Q11206	163.28805541992188	146.1811981201172	159.4723358154297	134.6497039794922
Q12765	1859.6580810546875	1773.425048828125	1720.4578857421875	1709.6719970703125
Q12768	983.947998046875	943.9353637695312	950.6040649414062	911.2159423828125
Q12769	855.9393310546875	887.5687866210938	875.68310546875	869.7853393554688
Q12770	204.5575714111328	250.90225219726562	186.05877685546875	156.65325927734375
Q12774	449.7360534667969	426.4681091308594	410.6564636230469	444.42523193359375
Q12778	46.00839614868164	63.47248458862305	44.08980178833008	30.578466415405273
Q12788	2851.83837890625	2879.384033203125	2866.968994140625	2926.954345703125
Q12789	639.8446655273438	639.2660522460938	631.7861328125	644.3969116210938
Q12792	976.1322021484375	1027.5179443359375	1041.5230712890625	1065.366455078125
Q12797	1481.6138916015625	1590.4556884765625	1435.1861572265625	1498.340087890625
Q12800	698.81982421875	669.1578979492188	692.8251953125	686.4178466796875
Q12802	1658.7529296875	1547.5750732421875	1534.0008544921875	1622.277587890625
