PG.ProteinAccessions	[1] 20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-A5_1_22639.htrms.PG.Quantity	[2] 20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-A11_1_22645.htrms.PG.Quantity	[3] 20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-B5_1_22651.htrms.PG.Quantity	[4] 20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-B11_1_22657.htrms.PG.Quantity
A1A4S6	139.054443359375	99.78157806396484	124.97811889648438	95.17576599121094
A1L0T0	407.5887145996094	415.686767578125	405.5948486328125	395.4080810546875
A1L170	130.54241943359375	133.47669982910156	171.35293579101562	149.90431213378906
A1L390	980.2827758789062	918.61962890625	1154.837890625	856.8046264648438
A1X283	462.51202392578125	480.5279235839844	466.0234375	484.90423583984375
A2RRP1	524.7904663085938	495.7601318359375	521.572021484375	501.1094970703125
A2RTX5	185.48094177246094	117.73051452636719	152.80441284179688	134.43313598632812
A2RUC4	176.72412109375	146.5417022705078	155.15667724609375	200.57078552246094
A2RUS2	358.9888610839844	298.5703430175781	316.8735656738281	310.30523681640625
A3KMH1	378.8930969238281	391.48046875	403.2958984375	399.9386291503906
A3KN83	1130.3802490234375	1102.9307861328125	1126.8597412109375	1114.9669189453125
A4D1E9	480.4385070800781	500.7599792480469	439.2916259765625	455.935546875
A4D1P6	248.48471069335938	218.31256103515625	217.3819122314453	229.05126953125
A5A3E0	313.8287048339844	382.0832214355469	385.7095642089844	368.06689453125
A5D8V6	131.52484130859375	180.7173614501953	148.6441650390625	103.51378631591797
A5PLL7	162.58059692382812	141.2357177734375	108.4933090209961	85.15353393554688
A5PLN9	101.85572814941406	112.00426483154297	82.4183578491211	95.83735656738281
A5YKK6	1083.8057861328125	1063.03369140625	1045.757568359375	1043.07568359375
A5YM69	101.8688735961914	122.88394927978516	121.70368957519531	109.4336166381836
A6H8Y1	38.488197326660156	NaN	NaN	32.17095184326172
A6NCC3;F8WBI6	397.1562805175781	433.1799621582031	396.2630615234375	446.75054931640625
A6NCE7;Q9GZQ8	690.3590087890625	558.5205078125	473.8590087890625	549.53857421875
A6ND36	59.783851623535156	28.071035385131836	51.84470748901367	40.92746353149414
A6NDG6	2023.533447265625	2041.981689453125	1964.6600341796875	2062.065673828125
A6NDU8	416.30194091796875	398.8797607421875	374.74237060546875	313.420654296875
A6NED2	179.33424377441406	142.87022399902344	132.57452392578125	140.06808471679688
A6NFI3	471.7109069824219	237.36639404296875	NaN	NaN
A6NGR9	90.7537612915039	80.34283447265625	75.4727783203125	47.316162109375
A6NHL2	341.69744873046875	274.73822021484375	279.7969970703125	267.1756591796875
A6NHR9	955.5732421875	983.690185546875	966.6337280273438	988.2229614257812
A6NHX0	237.5716094970703	293.8277893066406	261.35107421875	259.4333190917969
A6NIH7	384.55218505859375	379.0985412597656	336.07318115234375	359.38055419921875
A6NJ78	175.11524963378906	166.5162811279297	196.68173217773438	182.84373474121094
A6NKD9	97.64808654785156	75.18596649169922	110.22335052490234	110.15817260742188
A6NKF1	169.080322265625	191.836181640625	188.36705017089844	183.81114196777344
A6ZKI3	237.07672119140625	270.7266845703125	291.6837463378906	274.12603759765625
A7E2V4	159.8604736328125	145.1410369873047	151.14517211914062	151.4860382080078
A7KAX9	35.50927734375	NaN	NaN	NaN
A8CG34	423.1060791015625	396.3404235839844	437.7928771972656	438.0549011230469
A8MPP1	144.65975952148438	161.92730712890625	154.78627014160156	142.4410858154297
A8MUP2	75.81087493896484	47.17743682861328	66.37957000732422	NaN
A8MW92	NaN	52.17977523803711	NaN	46.84677505493164
A8MWD9;P62308	2552.466064453125	2081.971923828125	2156.596923828125	1951.2579345703125
A8MXV4	268.9103698730469	276.89703369140625	306.3171691894531	279.0803527832031
A9UHW6	120.27597045898438	125.33280181884766	112.28702545166016	102.12870025634766
B0YJ81	223.37789916992188	168.8941192626953	151.6396026611328	168.54254150390625
B2RBV5	46.58221435546875	20.84109115600586	27.948579788208008	26.286672592163086
B7ZAP0	NaN	NaN	14.332596778869629	19.000591278076172
B7ZAQ6;P0CG08	151.74734497070312	151.21743774414062	130.97381591796875	132.45518493652344
C4AMC7;Q6VEQ5	707.59326171875	607.255615234375	574.9240112304688	533.752685546875
