Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-A5_1_22639.d	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-A11_1_22645.d	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-B5_1_22651.d	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-B11_1_22657.d
Q99996				134678	124657	126156	131086
Q9BPW8				38997.8	42201.1	45178.2	47266.9
Q9BPX3				112365	115175	108666	112250
Q9BPX5				104547	104850	105821	103679
Q9BPX6				26141.9	30653.1	22367	24072.5
Q9BPX7				16683.6	17117.7	12865	14950.2
Q9BPY3				30183.3	28755.6	31071	32802.5
Q9BPZ3				2335.85	2714.32	3434.54	3142.5
Q9BPZ7				12216.1	12697.4	10865	9952.36
Q9BQ04				21533.2	20981.1	21036.2	24687.3
Q9BQ15				2214.18	7957.38	5428.29	7586.45
Q9BQ24				18551.5	19103.3	21445.9	19964.8
Q9BQ39				50594.1	53576.4	58398.8	55205.7
Q9BQ48				31900	32950.4	28280.7	36464.3
Q9BQ49				9443.34	12311.4	11848.2	9975.38
Q9BQ52				156798	156854	151092	148399
Q9BQ61				72445.9	68128.6	68455	64905.9
Q9BQ67				173892	177746	174570	175922
Q9BQ69				112837	107035	120433	119892
Q9BQ70				21657.3	18202.7	18568.1	15227.9
Q9BQ75				28078.7	29367.8	30456	26640.5
Q9BQ90				9339.1	7955.62	9895.42	9190.3
Q9BQ95				28334.2	27516.9	24709.7	26251.6
Q9BQA1				105971	109547	107613	106669
Q9BQA9				6534.51	5994.56	6996.23	4409.79
Q9BQB6				140382	135012	142362	140059
Q9BQC3				27724	33177.4	33291.8	33681.7
Q9BQC6				21102.6	26481.9	22763	23825.4
Q9BQD3				12785.2	14555.5	12890.3	14978.9
Q9BQD7				37113.3	38823.8	41982.9	37487
Q9BQE3				3.5934e+06	3.81378e+06	3.73526e+06	3.752e+06
Q9BQE4				11804.1	12378.7	11789.6	10005.1
Q9BQE5				38137.4	43572.7	47401.9	47136.2
Q9BQE9				58603.1	66773.4	67713.6	63208.8
Q9BQG0				534762	511379	481072	476733
Q9BQG2				12964.9	12842.6	11042.7	13033.5
Q9BQI0				3689.71	8948.63	5891.41	5639.61
Q9BQI3					3717.06	6956.49	6202.47
Q9BQI6					5293.59	4173.67	4655.11
Q9BQL6				30262.4	24833.9	29249.6	31071
Q9BQP7				37570.9	38162.2	38009.2	34079.8
Q9BQQ3				15028.6	21698.9	25757.3	26056.6
Q9BQS8				48841.4	31454.8	32966.9	40217.3
Q9BQT8				3608.69		2946.2	2726.15
Q9BR61				57032.6	58991	60622.5	59082.5
Q9BR76				198349	219804	210092	223833
Q9BR77				12471.2	16601	13827	12477.8
Q9BRA0				9582.26	9525.16	7685.68	7592.12
Q9BRA2				616094	627564	582336	596187
Q9BRB3					4109.39	5586.25	5099.03
Q9BRD0				98005.5	96381.8	91517.7	109435
Q9BRF8				64896.7	62470.5	69100.1	63231.1
Q9BRG1				49990.1	53191.3	50854	48213.7
Q9BRJ2				88587	79074.2	84448.6	78412
Q9BRJ6				131541	117355	103200	91791.8
Q9BRJ7				39560.6	42425.4	40973.1	35992.4
Q9BRK5				116886	134077	130186	128389
Q9BRL6				11217.8	13447.9	7572.76	13937.1
Q9BRN9				5695.2		5052.36	6288.39
Q9BRP1				29329.3	24260.4	28181.3	29212.6
Q9BRP4				44170.9	45038.9	42984.8	43978.8
Q9BRP8				135708	131152	129763	122600
Q9BRQ0				8793.77	7586.47	8067.41	8695.19
Q9BRQ6				16236.9	17903.2	16530.6	13533.6
Q9BRQ8				142878	149598	155532	161783
Q9BRR3				10119.6	13184.9	11611.9	12545.7
Q9BRR6				49276.1	50613.9	51445.9	52269.6
Q9BRR8				14908.8	14188.4	13285.2	15185
Q9BRS2				43040.7	42710.8	39977.2	42039.8
Q9BRT2				43083.4	39985.4	43566.6	40683
Q9BRT3				37089.7	37631.5	36089.7	32871.6
Q9BRT6				97067.5	93436.7	96146.2	95298.9
Q9BRT9				42672.6	45775.4	42027.5	43203.7
Q9BRU9				36218.9	33136.3	36261.3	37502.8
Q9BRV8				15859.8	10733	9955.6	9711.24
Q9BRX2				47219.4	46963.5	42739.5	42310
Q9BRX5				82615.8	77492.6	66878	65309.3
Q9BRX8				187920	177490	181086	170389
Q9BRX9				9444.18	10905.1	9466.69	9019.91
Q9BRY0				10337.7	3967.83	8524.34	5920.03
Q9BRZ2				23032	31735.7	26395.7	27189.1
Q9BS16				12026	8789.34	10487.4	9784.4
Q9BS18				29568.8	28983.2	26775.4	25664.2
Q9BS26				151491	166312	161182	179163
Q9BS40				2363.7	3039.18	1606.78	2697.83
Q9BSB4				22021.2	29848.1	34321.6	29890.4
Q9BSC4				67530.7	71533.3	73940.9	72726.1
Q9BSD7				90862.1	75676	76049.6	86451.9
Q9BSE5				44363.9	54528.4	54032.3	52446.9
Q9BSF4				14489.7	16099.5	18246.4	19196.4
Q9BSF8				2558.69	1846.41		3163.89
Q9BSG0				19811.4	17586.3	12635.6	14570.4
Q9BSH4				65359.9	66174.3	63972.4	70750.8
Q9BSH5				10224.9	12310.3	13005.6	14558.1
Q9BSI4				33121.9	28146.1	32892.7	28170.3
Q9BSJ2				50393	28785.2	68861	28293.6
Q9BSJ5					2583.01		3840.24
Q9BSJ8				373671	386711	393976	387017
Q9BSK2				15688.5	11305.1	17468.5	15539.1
Q9BSL1				84893.2	74537.5	73703.6	70854.1
Q9BSM1				15375.4	15742.3	16022.5	17158.9
Q9BSQ5				8921.88	7699.14	9707.67	7329.23
Q9BSR8				11555.8	10244.8	7330.46	7752.08
Q9BST9				4869.81	3884.28	3897.96	5472.99
Q9BSU1				10097.3	14465.3	14274.9	7951.96
Q9BSV6				47506.8	42910	40048.1	40445.7
Q9BSY9				18943.5	19350.3	14950	14922.2
Q9BT09				59221.1	59293.1	53632.6	57076.9
Q9BT17				15865	13738.8	19068.3	22411.5
Q9BT22				58112.7	62108.5	64066.1	66159.5
Q9BT25				8774.54	10396.1	8559.6	8432.42
Q9BT30				5719.9	5775.5	5086.35	5342.72
Q9BT40				14277.6	15594.3	20966.1	10048.9
Q9BT67				34669.3	29504.3	33099.3	34697.3
Q9BT73				144587	157186	144258	146128
Q9BT78				102716	103225	104650	105231
Q9BT81						6176.37	6109.68
Q9BT92					7544.8	3831.11	2846.04
Q9BTA9				24425.5	27104.2	26590.8	25466.5
Q9BTC0				71668.9	66564.4	64584.8	69746.3
Q9BTC8				20264.7	21736.5	15126.9	20683.4
Q9BTD8				65170.6	61633.9	68500.3	73379.3
Q9BTE0				2233.32	2954.46	3782.17	
Q9BTE1				46351	25323.9	22269.7	19774.2
Q9BTE3				80666.8	75947.1	79240.2	79922.4
Q9BTE6				43785.5	45688.9	52217.9	50932.1
Q9BTE7				121725	118573	115315	110934
Q9BTF0				9122.11	9780.92	9651.85	
Q9BTK6				4698.34	4483.84	6526.5	4376.01
Q9BTL3				8570.78	12665.9	8993.89	11606.6
Q9BTM9				169482	171882	164302	175948
Q9BTT0				281429	287986	284244	293134
Q9BTT4				29871.9	33266.4	32034.5	37681
Q9BTT6				10736	8034.39	10156.6	9828.97
Q9BTU6				23556.2	24623.8	25339	24256.1
Q9BTV4				191228	183076	191039	178511
Q9BTV6				21856.4	46880.5	37251.7	36362.8
Q9BTW9				76684	76564.1	76480.5	92754.8
Q9BTX1				78524.8	74381.3	79431.5	76937.9
Q9BTX7				18172.9		16428.2	
Q9BTY2				20776.4	22034.9	18719.1	17564.4
Q9BTY7				99343.1	90878.1	85315.9	93877.5
Q9BTZ2				4800.67	4591.04	4581.56	8136.14
Q9BU02				61641	59127.5	59687.3	61771.4
Q9BU61				139929	141703	153517	148477
Q9BU76				22717.3	20719.7	24142.4	20717.7
Q9BU79				17377	14933.9	17614.8	16299.3
Q9BU89				54527.1	55981.2	51086.2	52306.5
Q9BUA3				8771.87		5523.65	6929.23
Q9BUB4				7795.45	7827.92	8049.68	8071.12
Q9BUB5				12648.6	13673.6	12862.3	14383.3
Q9BUB7				65797.4	63487.6	62959.3	61393.6
Q9BUE0				17860.2	18914.6	18656.4	14791.7
Q9BUE6				43071.1	47315.3	46488.3	45849.9
Q9BUF5				192647	201036	237139	260990
Q9BUG6						3884.21	
Q9BUH6				21941.2	22110	19070.5	19253.8
Q9BUI4				39883	37896.3	38589.9	39914.3
Q9BUJ2				139760	143263	139474	141221
Q9BUK0				22605.7	20883.4	17037.3	19783.5
Q9BUK6				42915	40359	41948.6	41523
Q9BUL5				40591.9	42128.1	41852.5	43078.7
Q9BUL8				238110	241143	254339	255217
Q9BUL9				41784.3	43239.8	41606.4	39822.5
Q9BUM1				18330	18184.8	20452.4	24400.5
Q9BUN8				210230	187800	180911	170823
Q9BUP3				147969	153352	157552	155052
Q9BUQ8				241609	244551	224437	208049
Q9BUR4				41216.5	45964.7	44553.8	45477.3
Q9BUR5				88126.7	94635.5	96919.5	97267.9
Q9BUT1				56964.5	59077	60619.8	54030.6
Q9BUT9				11755	12567.6	9557.3	10735
Q9BUV8				3175.66	2223.81	1877.02	3020.46
Q9BUW7				21549.9	20766.1	21483.1	23422
Q9BUZ4				8957.6	10502.9	7641.76	8950.48
Q9BV10				21360	21647.1	23281.9	27935.2
Q9BV19				34404.2	29162.7	31931.9	32465.3
Q9BV20				44569.2	45673.3	44033.4	44186.8
Q9BV23				23700.5	23717.8	22239	20617.3
Q9BV29					12616.4	14892.5	13182.4
Q9BV38				82114.9	82052.5	84758.6	84288.4
Q9BV40				81632.9	82141.7	79415.5	88885.6
Q9BV44				75737.8	79323.2	87314	88805.5
Q9BV57				203292	204381	212513	217283
Q9BV68				45191.8	44450.6	48058.2	52516.8
Q9BV73				18962	17879.2	19034.1	18914.8
Q9BV79				12636.3	15686.3	13738.6	14825.2
Q9BV81				36046.8	37575.5	38882.9	42940.9
Q9BV86				134160	143303	130474	136913
Q9BV94				14425	14163.7	16245.1	13262.2
Q9BVA0				7100.13	6527.65	6382.85	5217.74
Q9BVA1				692957	727052	724479	717038
Q9BVC3				24670	23804.1	20001.6	24418.2
Q9BVC4				17725.3	17675.5	15711.8	15790
Q9BVC5				37983.1	34761.2	35043.7	35263
Q9BVC6				618008	641222	638343	610998
Q9BVG8				41480.9	37232.2	36594	34586.4
Q9BVG9				7589.53	10065.4	10197.8	9962.73
Q9BVI4				31850.1	36535.6	37772.3	37445.9
Q9BVJ6				96707.7	97688.9	94412.4	96523.8
Q9BVK2				53755.9	45210	45009.8	49421.4
Q9BVK6				227015	205240	205381	201821
Q9BVK8				12041	13335	11736.2	10394
Q9BVL2				51957.1	47082.5	50174.1	43272.1
Q9BVL4				20929.7	19098.4	21324.7	21075.3
Q9BVM2				31187.2	33284.9	35378.5	33372.2
Q9BVP2				190624	199027	190574	193425
Q9BVQ7				62259.8	59946.2	52735.6	59244.5
Q9BVS4				52032.4	40051.8	49350.8	40491.5
Q9BVS5				17250	18744.3	13264.7	14868.5
Q9BVT8				27358.2	28406.6	32278.6	28772
Q9BVV6					1119.42	2334.56	1712.75
Q9BVV7				31885.4	37112.7	26542.5	34327.9
Q9BVW5				13170.6	10666	12096.5	11639.9
Q9BW19				75012.8	83740.8	78540.5	79223.7
Q9BW27				72195.9	75302.2	75581.5	75443.2
Q9BW60				38285.1	44440.3	45927.9	43784.2
Q9BW61				57253.1	54496.8	51629.2	63780.4
Q9BW62				8065.21	10726.2	11833	10127.9
Q9BW66				17792.2	29957.2	21379.5	18315.5
Q9BW71				38203.2	35743.6	36111.5	34214.3
Q9BW72				27334.5	21398.1	21861.4	22092.6
Q9BW83				28255.3	28342.1	32164.4	30930.3
Q9BW85				33197.1	28954.8	30739.4	29476
Q9BW91				40708.1	38080.9	39847.6	39468.1
Q9BW92				32957.3	32520.4	30389.2	31558.3
Q9BWD1				75374.4	102900	99922.9	100537
Q9BWE0				23538.2	32638.8	31932.7	31465
Q9BWF3				183268	182742	184760	174837
Q9BWG4				3008.25	2505.4	5520.23	1227.12
Q9BWG6				14437.2	14552.4	11083.4	11655.9
Q9BWH2				36723.6	40357.9	29950.8	38861
Q9BWH6				49516.2	49277.7	45474	50333.1
Q9BWJ5				165819	162244	156798	158825
Q9BWK5				12768	8676.1	8635.6	7526.89
Q9BWL3				69419	54738.7	62602.6	66762.3
Q9BWM7				66941.2	72051.1	64280	71487
Q9BWN1				15742	6519.01	7259.34	10411.5
Q9BWS9				23427.3	21673	24814.3	22711.3
Q9BWT3				11344.4	13578.9	15557.2	13069.6
Q9BWT6				23060.7	21671.8	21421.5	24967.8
Q9BWT7				4564.78	4480.08	5295.9	3712.32
Q9BWU0				78541.7	79941.8	83726.3	85917.6
Q9BWW4				25904.7	25169.2	29762.9	26453.5
Q9BX10				4290.64	4017.54	4873.11	4864.45
Q9BX40				44692.7	47078.8	42838.2	47352.7
Q9BX66					3240.06	4090.89	
Q9BX68				59669.2	58767.6	65245.2	62191.5
Q9BX69				4529.81	4017.31	3833.5	3993.63
Q9BX70				5617.58	9097.08	3312.63	4052.14
Q9BX95				33505.2	33829.6	40763.3	27534.3
Q9BXB1				668.979	1495.84	2209.12	1471.58
Q9BXB4				19625.1	19558.2	18880.3	20114.6
Q9BXB5				78052.9	84236	71868.1	71187.9
Q9BXF6				10325	11744.9	8894.27	10976.4
Q9BXJ8				5990.59	6909.64	8507.07	7683.11
Q9BXJ9				215083	214780	208287	216233
Q9BXK1				8675.61	12900.6	9541.95	11415
Q9BXK5				12632.4	14140.3	11791.6	13026.7
Q9BXL6				34074.6	28450.9	24176.3	17688.3
Q9BXP2				14777.5	13382.7	8781.85	11226.5
Q9BXP5				231907	244966	236050	240966
Q9BXR0				27226.9	41610.7	32840.9	36345.8
Q9BXS0				2623.4	4750.02	5348.01	6117.31
Q9BXS4				26802.7	27155.1	32827	28740.3
Q9BXS5				92991.2	96606.3	99619.2	95011.4
Q9BXS6				20261.5	20538.8	24333.8	24013.1
Q9BXV9				113570	94793.3	96069.2	94725.7
Q9BXW6				9363.28	9874.27	9307.62	10498
Q9BXW7				24417	25290.8	26574.5	23222.2
Q9BXW9				67414.9	64631.1	67282.5	63920.1
Q9BXY0				108315	108949	103466	102141
Q9BY32				63536.1	73199.8	67597.7	69963.5
Q9BY41					40793.6		26099.9
Q9BY42				83144.4	77427.7	74258.2	73036.8
Q9BY43				74267.5	76495	83757.7	75202.3
Q9BY44				157596	169103	167894	165765
Q9BY50				3689.11	5567.82	4703.64	4454.46
Q9BY77				76531.5	69061.1	74053.5	70391.3
Q9BY89				18230.8	18872.1	19437.7	18918.4
Q9BYB4				22077.9	22931.1	17426.6	23544.5
Q9BYC8				24086.2	20664.7	21516.7	19975.4
Q9BYC9				47503.7	49701.8	47749.8	43147.6
Q9BYD1				82676.6	87536.1	84227.6	83734.7
Q9BYD2				59756.2	60877.2	67091	69947.4
Q9BYD3				103772	123238	105722	100826
Q9BYD6				130401	134502	133751	143132
Q9BYE7				5046.87	5914.16	7420.03	7032.71
Q9BYG3				234901	214359	198960	208645
Q9BYG5				8487.41	10791.7	9134.42	9164.21
Q9BYI3				35296.7	27523.7	34967	37264.5
Q9BYJ9				44875.7	47648	44885.6	41148.2
Q9BYK8				8136.9	7513.74	6928.41	6208.13
Q9BYM8				3489.3	3010.98	2540.9	3375.83
Q9BYN0				40228.2	40050	37656.3	41703.1
Q9BYN8				31758	40845.1	32810.4	37584.9
Q9BYT8				155351	132318	132374	141273
Q9BYV8				9747.43	10401.4	14043	13103.3
Q9BYW2				29020.1	29105	28272.9	26100.7
Q9BYX2				73156.4	66227.8	66473.1	69011.2
Q9BYX4				112481	134999	110715	98230.4
Q9BZ23				5506.58	7641.84	8469.71	10260.2
Q9BZ29				9055.15	7483.65	8879.36	12966.3
Q9BZ67					27334.9	20271.8	30177.4
Q9BZ95				23386.7	24059.8	23899.7	21257.1
Q9BZC7				9821.9	7410.81	11835.4	12618.2
Q9BZD4				30736.1	31798.5	37605.7	41282.9
Q9BZE1				91382.2	87496.2	86029.8	84732.2
Q9BZE2				41258	46074.3	44477.8	32726.4
Q9BZE4				234518	209596	229465	216822
Q9BZE9				4222.56	6721.93	5548.23	7085.27
Q9BZF1				30202.1	27977.6	27981.5	26292.8
Q9BZF3				16764.6	14912.4	14095.8	14024.6
Q9BZF9				16267.5	15505.8	14564.2	14845.1
Q9BZG1				75591.5	77143.2	76235.8	74635.8
Q9BZG8				34528.8	32465.5	32116.9	28327.5
Q9BZH6				28233	26021.6	25352.5	24608.7
Q9BZI7				65471.7	60201	63802	63413
Q9BZJ0				52850.8	52205.9	53789.1	51846.5
Q9BZJ4				14382.8	8131.07	12386.9	11005.9
Q9BZK7				98733.3	100181	96901.5	95409.5
Q9BZL1				115023	121273	134014	128073
Q9BZL4				34829.3	38080.8	38706.3	47322.5
Q9BZL6				73132	66797.5	67924.9	61220.1
Q9BZQ6				28288.6	27639.1	26121	23558.6
Q9BZQ8				5148.76	5242.62	7799.43	7661.06
Q9BZR9					3547.21		
Q9BZV1				31530.5	39560	44588.7	43683.2
Q9BZX2				344401	349260	341429	340876
Q9BZZ5				356126	322989	357667	364518
Q9C005				79365.1	122288	74132.1	61632.1
Q9C010				4646.71		2621.44	
Q9C029				5730.9	3447.43	2696.7	
Q9C037				1.92844e+06	1.78127e+06	1.53482e+06	1.55388e+06
Q9C086				14225.5	17711.9	17923.2	6159.65
Q9C0B0				64136.4	58074.4	58335.6	63028.5
Q9C0B1				107438	108322	100617	100540
Q9C0B5				12572.4	14973	14785.9	16633.5
Q9C0B7				31024.2	31663	36394.4	30729.3
Q9C0B9				10475.9	9953.69	10047	7578.69
Q9C0C2				64501.9	71839.4	67832.9	67076.5
Q9C0C7				18692.3	19197.3	18743.4	16897.9
Q9C0C9				534638	542112	552678	550573
Q9C0D3				19728.2	20066	18823.7	19150.5
Q9C0D5				19571.2	21519.2	21727.7	22182.4
Q9C0D9				94116.2	116487	125976	116214
Q9C0E2				33228.8	32913.7	33107.2	34746.7
Q9C0E8				34995.8	28790.9	27843.2	30402.7
Q9C0F1				13392.2	7784.64	6876.72	9526.24
Q9C0G0						7571.86	5416.84
Q9C0H2				3808.86	5576.56	4779.75	4285.05
Q9C0H5				9122.87	7629.61	9036.13	7837.03
Q9C0I1				22063	22573.1	23007.7	22514.6
Q9C0I4				67331.1	54949.6	61436.9	55518.8
Q9C0J8				19722.5	17681.5	21525.4	19026.3
Q9C0K1				8899.98	10242.1	10805	10472.7
Q9GZL7				116773	120579	122078	118633
Q9GZM5				15729.7	24875.4	28717.4	28467.2
Q9GZN1				23394.2	25303.7	28585.5	26890.6
Q9GZN2				4931.8	3671.22	5403.41	5083.66
Q9GZN8				72904.1	76727.8	68799.5	79490.8
Q9GZP4				80204.6	81318.3	73497.8	79604.9
Q9GZP8				29415.9	29344.6	33553.8	33632.3
Q9GZP9				13060.3	16811.8	17365.4	16814.4
Q9GZQ3				39226.3	41434.7	40477.4	41311.2
Q9GZR1				11609.5	11041.3	13723.8	13943.9
Q9GZR2				54850.1	52501.1	56884.4	59756
Q9GZR7				138998	144884	149452	151021
Q9GZS1				40104.3	39553.3	42093	40361.9
Q9GZS3				104735	114404	110607	112117
Q9GZT3				271968	234167	271607	265671
Q9GZT4				13853.3	12086	13130.1	12132.4
Q9GZT6				7328.24	5963.7	8943.66	10883.6
Q9GZT8				74489.6	65617.8	64432.8	58149.1
Q9GZT9				37136.8	40919.5	39252.6	38923.6
Q9GZU1				5109.32	4297.42	4591.82	4999.41
Q9GZU8				41090.8	44660.2	49642.3	49474.5
Q9GZV5				1952.39	7743.08	6267.35	6321.44
Q9GZY4				9638.38	9071.36	9292.55	9859.54
Q9GZY8				60059.9	64488.5	62817	72800.9
Q9GZZ1				193450	214311	215495	218971
Q9GZZ9				42268.3	48105.9	48430.4	47910.6
Q9H000				43141.9	52955	51369.4	64050.6
Q9H015				8682.54	9976.96	7933.04	6662.88
Q9H019				8638.7	8177.37	5986.39	7258.22
Q9H040					9646.36	12980.3	7491.19
Q9H061				113578	110658	108521	101486
Q9H074				180080	180668	183841	177186
Q9H078				138436	140744	146574	142803
Q9H079				1395.64	2245.08	2636.03	2554.78
Q9H081				34550.8	39305.5	32822.3	35725.4
Q9H082				10154.6	8633.93	9042.79	8304.18
Q9H089				63713.8	66570.5	66133.6	65906.2
Q9H098				66132.7	69189.3	70775.9	75709.6
Q9H0A0				262078	278129	270731	265589
Q9H0A8				53048	56669.4	55292.6	52528.2
Q9H0B6				47362.9	61111.1	57980.7	57901.7
Q9H0C5				35803.5	34330.6	34016.5	33903.5
Q9H0C8				73576.2	77007.9	76232.8	73253
Q9H0D6				78613.3	81715.4	77209.6	76764.5
Q9H0E2				16341	18267.4	15500.3	14579.7
Q9H0E3				13628.4	19099.3	16011.6	14281
Q9H0E9				42206.4	50252.9	45082.7	41793
Q9H0F6				6640.02	3805.84	4019.32	4889.01
Q9H0G5				10273.6	20096.2	10993	9178.14
Q9H0H0				16044.5	17562.4	16699	17322.7
Q9H0H5				66063.2	72577.4	69622.5	71048.9
Q9H0J9				68692.3	72902	69939	75863.2
Q9H0K1				31055.9	23426.6	24923.4	23921.4
Q9H0K6				42859.2	43447.9	37226.8	39824.4
Q9H0L4				36166.9	34912.7	35564.9	31036.3
Q9H0N5				4196.54	2016.75	3868.86	1435.93
Q9H0P0				143319	150295	147000	146022
Q9H0Q0					23134.3	21612.7	
Q9H0R3				6019.13	6582.4	7151.43	7937.68
Q9H0R4				21354.7	25967.7	24399.2	19976.3
Q9H0R6				30154.7	27629.4	27239.9	27153.6
Q9H0S4				184809	203023	197319	199293
Q9H0U3				30027.1	34367.1	30239.5	28147.3
Q9H0U4				219488	208498	216457	196290
Q9H0U6				27082.7	33762.5	33391.1	31589.1
Q9H0U9				24913.9	27814.4	23557.8	25305
Q9H0V1				9793.55	11405.9	9355.93	13018.5
Q9H0V9				13448.4	16437.4	18038.5	18859.6
Q9H0W8				22886.4	18582.7	17056.2	18277.1
Q9H0W9				64462.9	54735.7	59112.1	57599.6
Q9H0X4				23908.9	25914.3	24222	21392.6
Q9H0Z9				16925.4	12316.2	16780.1	14297.1
Q9H116				3826.56	2276.23	4396.79	2738.85
Q9H147				36705.7	34201.4	32295.6	31716.1
Q9H173				32450.3	31839.1	28422.9	27981.9
Q9H1A3				28680.1	30848.6	29550.4	27697.5
Q9H1A4				56766.4	55588.1	51559.4	54217.8
Q9H1B5				10543.6	8486.34	9543.36	4804.82
Q9H1B7				19408.6	20868.3	17037.9	16204.8
Q9H1C4				30889	30696.4	33009.4	33836.3
Q9H1C7				23959.3	23542.5	22765.9	23980.7
Q9H1D9				44327.5	43139.2	43940.5	42945.9
Q9H1E3				64661.3	64698.8	54887.5	63459.5
Q9H1E5				15139.2	16595.8	16430.5	13654.8
Q9H1H9				7913.43	8363.01	5386.39	8778.1
Q9H1I8				31852.6	33711.9	36068.2	36602.8
Q9H1K0				15841.2	14594.3	13012.8	14593.4
Q9H1K1				44862.7	49114.5	43622.7	40438.9
Q9H1N7				8251.64	7377.74	10690.9	8829.9
Q9H1P3				8975.6	9095.76	8561.84	7812.88
Q9H1X3				3640.24	4879.25	5289.18	6762.12
Q9H1Y0				34468.9	39148	38147.8	38152.5
Q9H1Z4				19074.4	25658.1	18665.4	18528.1
Q9H204				25252.1	27423	24538.3	24042.1
Q9H211				7600.41	8238.93	6825.37	3854.7
Q9H223				134208	132197	128767	124189
Q9H267				31195.4	35861.6	34451.9	33416.5
Q9H269				46788.3	31633.3	23259.8	38191
Q9H270				27255.7	30557.8	25701.9	25242.4
Q9H299				124523	109688	132988	132293
Q9H2C0				22081	22552.6	21547.8	24132.6
Q9H2C2				6360.64	4855.56	4854.6	4291.83
Q9H2D1				25168.5	23405.2	21582.3	21011.6
Q9H2D6				10799	7366.29	6524.26	9029.57
Q9H2F5				5958.23	4808.21	4613.2	4197.98
Q9H2G2				86092.1	88507.3	90686.2	88770.5
Q9H2G4				5226.78	6638.64	6564.64	5948.8
Q9H2H8				49015	62190.4	55090.9	63516.2
Q9H2H9				51672	53749.9	56288.6	56730.9
Q9H2J4				142192	152637	166016	151152
Q9H2J7				44505.8	44961.1	47706.3	46203
Q9H2K0				2270.43			3382.22
Q9H2K8				40905.2	40573.4	42839.5	44587.7
Q9H2M9				55912	61161.1	62423.5	55596.2
Q9H2P0				44011.2	43181.3	43331.3	42036.3
Q9H2P9				47381.7	44232.9	42635.1	39173.8
Q9H2U1				42582.8	42726.9	44027.7	44620.3
Q9H2U2				148620	145332	151347	149410
Q9H2V7				57251.2	57603.9	56373.1	60715.1
Q9H2W6				94786.9	93646.9	103721	104233
Q9H2X0				28755.4	33245.3	26970.4	36115.8
Q9H2Y7				31746.1	31198	32212.6	29893.1
Q9H300				23309	29716.6	32751.9	32383.2
Q9H307				202291	200482	198330	203124
Q9H329						6665.65	
Q9H330				40734.6	35661.4	42605.3	39739.8
Q9H334				16345.7	7532.07	10257.9	
Q9H3C7				12324.5	14717.6	16268.1	15287.4
Q9H3F6				10086.8	13408.8	14661.5	15012.4
Q9H3G5				19739	23315.8	21711.9	20926
Q9H3H1				26388.7	27562.1	26276.5	24497.7
Q9H3H3				28081.7	29825.2	28997.8	28316.1
Q9H3H5				17368.1	22172.5	16282.6	20845.3
Q9H3K2				99152.3	95657.6	97700.3	95134.1
Q9H3K6				416587	413833	360522	371864
Q9H3L0				19722.3	19290.3	18622.2	17445
Q9H3M7				3877.12		2760.29	4043.03
Q9H3N1				356338	426253	404200	366277
Q9H3P2				67244.1	67015.1	66106.2	66510.9
Q9H3P7				83486.8	78734	73098.5	74907
Q9H3Q1				32163.9	32779.9	32045.6	33207.6
Q9H3R5				34580.8	34266.8	38905.8	33926.2
Q9H3S4				16210.8	14301.7	15542.9	14848.5
Q9H3S7				50775.6	57345.5	56967	57509.6
Q9H3U1				174478	186649	175215	181734
Q9H3U5				37861.4	43848.8	43345.8	43738.9
Q9H3Y8				23826.3	20938.9	22272.7	24503.4
Q9H3Z4				13120.8	18394.5	16118	17851.7
Q9H410				8241.75	7939.39	10927.1	8763.06
Q9H425				10822.6	9886.5	11678	15349.6
Q9H444				159910	148626	156521	156669
Q9H446				31357.7	34378	31974.9	36947.9
Q9H467				14084	15473.6	15903	14768.3
Q9H469				13102	13247.8	13096.2	15445.9
Q9H488				229835	210032	205079	198624
Q9H490				25075	27731.8	31822.4	27968.5
Q9H496				17087.2	13836.8	13181.9	12040.7
Q9H497				21023.9	23407.6	23195.3	20641.1
Q9H4A3				56430	56933	57146.3	55910.1
Q9H4A4				425667	444923	425504	440303
Q9H4A5				19277.5	21160.6	18775.2	18944.2
Q9H4A6				114417	123917	127774	125576
Q9H4B0				5389.08	4149.12	6528.43	4686.47
Q9H4B7				6158.84	4758.99	7732.08	4930.71
Q9H4F1					9994.95	5917.2	12700.9
Q9H4F8				7155.42	4989.82	5557.79	5439.86
Q9H4G0				7722.98	8970.83	11013.1	10434.6
Q9H4H8				20510.4	19867.4	26926.2	32329.4
Q9H4I2				7568.29	8456.24	7835.35	7655.33
Q9H4I3				28988.6	28416.9	30444.9	38375.2
Q9H4K7				5861.36	13343.6	13896.3	12368.9
Q9H4L4				52900.4	50132.5	47898.1	46964.9
