Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-A5_1_22639.d	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-A11_1_22645.d	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-B5_1_22651.d	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-B11_1_22657.d
A0A024RBG1				35265	39227.7	41275	39401.7
A0A096LP01				3444.62	1530.47	2615.5	3004.8
A0A096LP49				3657.86		3664.1	2332.45
A0A0B4J2D5				66742.5	68063.9	68876.2	68388.2
A0A0B4J2F0				28540.7	28457.2	27549.5	27178.5
A0A0B4J2F2				10960.5	15547.7	8923.52	9021.58
A0A0U1RRE5				4101.83	2453.75	1314.89	2274.08
A0AV96				25735.6	26794.5	32173.1	33317.1
A0AVF1				6366.79	7679.3	6931.66	4074.98
A0AVT1				71588.1	78073	79099.8	84283.3
A0FGR8				74704.1	72034.7	71313.8	74388.6
A0JLT2				8335.63	7548.32	8326.26	8802.71
A0JNW5				5450.76	6607.05	4219.59	3517.6
A0MZ66				58619.2	63804.5	64457.7	56994.5
A0PJW6				34652.4	32336.2	34963.7	31499.8
A0PK00				37737.7	24721.3	29905.7	25171.3
A1A4S6				9146.57	6765.36	7415.27	9983.13
A1L0T0				113567	118416	114928	120480
A1L390				14148.7	14384.3	18227	12203.6
A1X283				26060.8	27865.8	27605.6	28893.5
A2RRP1				32261.1	29482.5	31096.7	24506.3
A2RTX5				8121.97	6005.3	7149.63	2991.17
A2RUC4				13530.4	12224.3	12916.1	13605
A2RUS2				28821.2	26394.6	20456.5	39025.1
A3KMH1				22154.6	21134.3	22014.5	23408
A3KN83				78463.6	80534.4	73668.9	71898.2
A4D1E9				44973.4	41188.8	37380.2	38252.9
A4D1P6				18568.8	15709.1	15392.8	13420.8
A4D2B0					6879.91	6633.76	
A5A3E0				26359.6	27151	26574.3	21988.7
A5D8V6				14414.8	16370.4	16488.2	13980
A5PLL7				8969.58	8329.26	7678.19	10541.1
A5PLN9				7686.49	8031.49	9119.45	8858.5
A5YKK6				114141	106123	105474	101529
A5YM69					2866.06		
A6H8Y1				3244.05	1041.51		
A6NCC3				24245.4	21801.3	22505.6	26611.6
A6NCE7				145269	128575	124942	152912
A6ND36				4626.87	4400.81	8518.62	6272.06
A6NDG6				172479	175973	177978	176264
A6NDU8				58645.6	24736.7	32482.1	33939.1
A6NED2				13934.3	14205.1	9858.5	14155.5
A6NGR9				3360	2946.81		1795.65
A6NHL2				61090.3	50588.1	55970.4	55447
A6NHR9				31404.9	30631.9	31016.6	30618.2
A6NHX0				64565.9	70307.5	71824.5	73543
A6NIH7				31042.4	27499.2	31979.8	28148.8
A6NJ78				23212.7	30329.6	34095.3	36733
A6NKF1				11953.7	20526.9	18526.1	16726.2
A6ZKI3				3049.35	3396.83	3700.49	3482.79
A7E2V4				9007.15	9451.63	10951.9	10216.4
A8CG34				330306	302036	297378	272946
A8MPS7				5811.36			3684.34
A8MWD9				309643	290144	283124	271835
A8MXV4				19308.4	13994.8	18174.4	21165.6
A9UHW6				5763.27	6273.04	7275.18	5979.65
B0YJ81				12825	14757.3	11970.3	16698.5
B2RTY4				16721.5	13909.7	16767.2	19169.8
B3EWF7					287966		
B7ZAP0						3801.87	7724.85
B7ZAQ6				19067.1	18958	17382.8	14198.5
C9J7I0				5171.62	5684.96	4259.3	2647.6
C9JLW8				8292.57	6826.14	9665.03	8634.34
D6RF30					4049.35	4615.25	
E9PAV3				852177	907718	934760	897248
E9PRG8				134413	125290	138664	134644
L0R6Q1				76041.8	72734.9	76964	73282.5
L0R819				20566.8	18118.1	24075.8	24074.7
L0R8F8				9016.38	15143.4	14211.5	14513.2
O00115				73862.4	83716.3	80979.3	79410.8
O00116				246473	248532	249164	247211
O00124				15486.3	18238.4	18263.5	19095.3
O00139				79449.2	84912.4	84182.9	78760.4
O00141				43692.2	27331.5	39756.9	34495.3
O00148				612457	637639	617430	629534
O00151				132968	139074	133009	138607
O00154				163686	174635	162091	157153
O00159				140330	135755	142527	140581
O00161				76732	79438.2	73372.8	74807.4
O00165				68315.3	73598.9	69604.7	69076.5
O00170				190983	200756	193796	201745
O00178				45562.4	41453.2	42264.2	53446.8
O00180				6353.35	8595.39	11928.8	9382.57
O00186				51335.3	54476.8	52471.7	52259
O00189				30108.8	28882.1	18269.3	21862.1
O00193				241215	198002	225286	230076
O00194				15010.2	17315.6	14256.7	15269.5
O00203				58753.3	62473.5	60321.7	61308
O00212				7702.08	7459.39	7841.92	6597.07
O00217				231455	170758	134039	120000
O00220				19594	19366.3	11111.5	14759.2
O00221					7930.89	4244.38	
O00231				450144	432802	428470	423129
O00232				260893	262882	276851	268804
O00233				322362	380204	346140	359931
O00244				279488	293046	287897	309680
O00255				47851	47111.8	53059.4	43847.7
O00257				16968.4	14274.4	17576.2	17394.1
O00258				18511.2	13943.7	14516.8	17645.6
O00264				400314	405965	385752	382585
O00267				144451	149729	145745	152210
O00268				23119.1	20844.3	23163.4	21603.5
O00273				124650	137000	119338	130247
O00287				18240	22619.6	17164.6	13659.5
O00291				6177.63	7181.68	7607.67	8872.67
O00299				1.25058e+06	1.2268e+06	1.24556e+06	1.3113e+06
O00303				317472	347407	338788	344227
O00308				15036.1	13346.6	15571	8382.58
O00311				32443.6	30990.8	31549.2	27305
O00330				135577	119154	119533	121036
O00391					9689.95	3856.43	6285.17
O00399				38349.8	36824.8	35872.4	36803.9
O00400				24142	21157.5	20304.5	15759.3
O00401				39126.8	39716.6	37862	37462.5
O00408				18116.2	18839.5	13232	16624.9
O00410				484473	487074	479208	475723
O00411				42339.4	42223.4	49521.4	38866.5
O00418				51174.4	42725.9	45251	42020.6
O00421				42254.6	29074.4	31702.4	39077.8
O00422				60373.6	55782.6	57153.8	55786.3
O00425				288397	279625	291054	288703
O00429				217493	178509	161392	155683
O00442				41060.3	40429.9	40430.4	39546.6
O00443				36870.6	34703.1	33342.2	33051.4
O00458				31807.8	28172.1	27055.7	28360.6
O00459				8598.99	11840.6	10311	9732.06
O00461				49871.4	49926.7	51288.5	57452.9
O00462				8324.12	8611	8075.51	7086.3
O00468				13438.1	14121.9	12182.4	13005.5
O00469				29338.9	37022.2	38727.7	27873.8
O00470				17381.3	16729.6	15340.5	17303.4
O00471				24916.9	24695.5	26246.6	25674
O00472				3070.14	3133.95	3089.48	
O00483				372890	399396	389723	391047
O00487				131553	140887	141100	141389
O00488				30903.6	32751.8	33212	32376.4
O00499				38223.4	37503.1	37352.9	37182.6
O00505				100656	109201	99555.2	105969
O00506				21955.5	20567.2	15595	18411.7
O00522				12757.8	13262.1	15924.8	15069.3
O00534				38016.9	41462	40802.9	39549
O00541				131765	131542	129625	131886
O00559				5116.98	3159.27		6620.77
O00560				44463.1	45828.1	38830	44339.4
O00562				17315.9	14997.6	15081.7	14901.8
O00566				86751	92211.5	97311	96216.8
O00567				200168	196610	187733	191674
O00571				547973	584438	568226	574849
O00584				23301.4	27067.5	28285.4	25931.9
O00592				193501	169850	192287	175477
O00625				277362	315384	304305	300646
O00629				148467	158829	155078	154727
O00712				17615.1	20577.8	18598.5	21435.6
O00716						8454.25	5625.99
O00743				70957.1	72784.3	74612.8	71493.3
O00750				3645.87	4320.92	3289.1	5136.61
O00754				15032	13559	16443.8	16428.6
O00762				115327	94666.1	71462.2	77369.5
O00764				141174	151440	153026	162941
O00767				121873	114593	111986	105774
O14494				13540.2	10948.7	12991.8	11226.6
O14497				20567.7	22057.2	20853.6	19503.9
O14503					16860	17650	19478.2
O14519				31677.3	27323.4	35367.4	27678.1
O14521				9780.24	13325.3	7165.42	10323.1
O14523				6310.18	5899.75	2591.71	2154.49
O14524				15149.5	22359.5	21922.4	19195.3
O14530				62315.4	63347.1	68338.1	62259.3
O14531					122077		123049
O14545				31125.2	27416.2	25754.5	23311.5
O14548				43745.3	45296.5	49384	45737.4
O14556				10274.8	7238.17	8366.35	8311.52
O14561				633874	627164	646928	621612
O14562				146891	165839	165725	159511
O14569				23998.7	16993.9	18154.9	27341.5
O14578				19037	21812.9	19318.6	20632
O14579				266246	254347	275342	259392
O14593				6661.91	9579.44	9169.62	8664.3
O14617				129873	130662	126355	123260
O14618				47186.6	44903.9	49572.2	45150.2
O14628					10791.3	12587.9	
O14639				30250.8	27901.3	29170	35692.7
O14640				20486	28076.5	27531.7	21944.8
O14641				16807.2	14719.7	17651.1	15912.1
O14646				33412.5	33770.5	36972.2	37382.8
O14647				9804.88	9024.54	6434.32	7470.84
O14653				40823.5	41077.4	46214.3	46756.4
O14656				32063.2	25996	25162.5	28992
O14657				31213	38160.7	33042.5	38036.7
O14662				25421.3	20798	26316.3	23707.5
O14672				49664.7	49966.2	50169.9	52154.9
O14678				1859.13		2971.77	
O14681				42007.7	45641.5	40430.5	42465.2
O14684				240088	248113	244650	250808
O14686				16002.2	18106.5	19002.5	16709.5
O14713				7395.22	12047.9	13624.3	31849.2
O14715				6878.27	7866.85	9269.45	7317.6
O14727				17068.2	16707.9	16550.7	17771.8
O14732				41074.3	36720.2	39857.8	39207.5
O14733				35692	38130.1	45652.8	49790.8
O14734				50259.6	50319.8	54902.5	48696.2
O14735				58977.8	53950.6	52187.9	50842.9
O14737				603216	563422	604824	578906
O14744				353644	363203	352767	342637
O14745				405391	409986	419585	413312
O14757				60432.9	62919.2	57284.4	57566.7
O14763				34149.7	39191.7	31348.8	34712.6
O14770				8915.81	8031.97	9064.25	9490.64
O14772				21723.1	26754.6	22935.8	24786.3
O14773				45859.2	50840.6	44628.2	54246
O14775				1554.8		3090.47	3024.81
O14776				155779	178983	166691	159926
O14777				34154.2	29417.8	42892.3	32254.1
O14787				13366.8	11888.4	11046.9	11578.8
O14795				9165.74	10471.5	11317.4	10329.1
O14802				95582.8	27571.4	80319.1	77488.7
O14818				347236	393745	403007	404321
O14828				204395	199934	216547	212812
O14832				10644	9722.87	11984.5	8155.9
O14841				7115.72	8765.36	13144	12538.6
O14867					3238.32	5473.94	3429.66
O14874				48120.5	34929.3	37144.5	32053.5
O14879				40398	37453.7	35092.1	36341.1
O14880				199568	200003	206046	205836
O14893				14019.6	12515.9	12663.7	14313.4
O14907				77559.3	65677.7	69198.5	59104
O14908				148842	134853	135260	140840
O14917				13654	13270.9	14981.6	13702.2
O14920				25528.4	23353.1	25282.9	25455.5
O14925				275210	256754	278754	283289
O14929				313614	346605	348590	354127
O14936				18262.5	19793.4	19208.2	19471.6
O14949				51983.9	43530.6	48196.5	43993.2
O14950				385017	410894	397863	402140
O14957				19027.7		13814	25497.5
O14964				60705.4	61978.4	61895.5	65406.7
O14965				26684.5	27874.5	26131.7	28890.5
O14966				28082.8	28723.1	26426.4	29557.7
O14972						9031.17	8571.8
O14974				101257	99671.2	100782	100054
O14975				75098.1	80755.4	72394.1	81348.7
O14976				182831	179435	181828	186846
O14979				1.27109e+06	1.35117e+06	1.35119e+06	1.40041e+06
O14980				289128	305287	300118	306849
O14981				66220.6	64271.3	68361.1	65869.7
O15013				42272.5	43588.5	41671.2	40741.6
O15014				15524.8	12131	12711.6	13892.1
O15020				54896.9	57388.1	56127.9	58054.8
O15027				55871.5	57318.5	56773.1	54364.5
O15031				29968.7	28029.5	33644.7	27981.4
O15040						3734.74	2540.16
O15042				122000	125608	124052	123006
O15047				15263.5	17889.4	18765.1	16271.6
O15056				5550.81	5893.37	4301.29	4309.26
O15061				16699.9	13799	7319.82	9700.55
O15062				7953.6	6736.34	7718.85	11114.9
O15063				13171.4	12413.9	11515	10681.6
O15066				12308	11943.1	10836.4	13208.1
O15067				260164	276441	274400	274529
O15068				13954.7	12707.4	16268.7	14824.5
O15078				1988.85	3540.06	2982.47	1807.73
O15084				58287.2	60191	66256.3	66457.3
O15085					3011.17	4434.11	
O15091				38789.9	31906.4	28875.1	28618.8
O15111				16613.1	16569.7	16429.9	19070
O15116				60990.1	66778.2	53338.9	67994.2
O15118				113570	91539.4	70064.1	80009.5
O15119						7087.43	
O15120				32699.9	35364.7	30849.9	43051.5
O15121				39443.9	42488.8	40539.3	45325.2
O15126				114488	114470	104295	96303
O15127				29650.5	31028.9	32206.5	27691.2
O15143				204593	192915	200294	202995
O15144				137184	139065	138016	141830
O15145				187043	230221	240570	230876
O15155				43746.9	50826	46078.1	49920.8
O15156				9166.96	8088.07	8164.98	9973.31
O15160				157426	165325	159543	166901
O15162				5695.72	4471.23	5909.78	6307.05
O15164				24673.9	23335.2	25062	23693.1
O15169				2801.15			
O15173				91013.9	95265.8	97410.1	92579
O15182				16315.7	19793.1	16683.1	14198.6
O15212				283652	272852	281912	264073
O15213				49083.9	47614.9	50572.2	54521
O15226				97555.2	100267	100500	98194.6
O15228				60354.3	52890.6	61035.7	68511.3
O15230				72748.7	83186.7	80074.5	81853.9
O15231				6493.99	5943.5	4705.78	5170.2
O15234				7557.49	6094.01	8541.5	7958.24
O15235				17691.1	18903.8	19888	19784.8
O15243				5674.51	5331.42	8618.81	7596.62
O15254				6858.63	9057.89	7638.31	5467.18
O15258				149461	149417	145988	139074
O15260				205036	188184	177331	188120
O15269				117670	111102	114569	112424
O15270				55648	50569.4	52594.6	53726.9
O15287				8835.92	9330.45	8350.69	9517.46
O15294				100200	101790	100751	96981.5
O15297				3582.15	3264.88		
O15304				7755.63	8319.11	8842.6	8905.52
O15305				105679	111225	108006	144071
O15318				24136.3	28069.9	27383.1	23582.3
O15321				15035.7	15669.2	13494.9	16225
O15344				16145.2	16725.8	17057.3	17577.2
O15347				528938	518138	533259	550833
O15355				533898	554492	540362	542207
O15357				69744.4	71599.3	72637.3	71994.9
O15360				12329.7	12825.5	9293.8	6859.01
O15371				205089	219112	213810	216242
O15372				281251	313599	285887	276955
O15379				23787.1	20373.9	19735.6	24039.9
O15381				54451.1	55339.9	58028	56814.8
O15382				49966.4	58188.8	56270.9	57896.6
O15392				22612.7	19284.6	16877.1	16214.8
O15397				84250.1	104104	104198	98977.5
O15400				37073	36362.3	38130.1	38414.4
O15403				18347.4	14274.1	14506.1	15765
O15417				3736.61		1876.91	13852.9
O15427				190479	198982	240675	222038
O15431				10795.2	13112.2	9810.62	7271.31
O15439				19088.5	21406.3	20548.4	24421.7
O15440				18680	19310.1	20635.9	20122.1
O15446				29076.5	32407	32859	35313.2
O15460				30473.9	33613.1	33698.5	33342.9
O15498				63397.9	71189.6	67634.4	63366.4
O15504				34599.9	29536.9	27591.6	31667.3
O15511				148190	148556	144961	147020
O15514				21291.6	22795	23729.5	21552.9
O15516				3617.76	3665.21	2979.33	2681.97
O15527				16229.4	19449	13023.2	
O15530				17993.5	10256.6	12765.5	12698.3
O15533				31843.3	32055.5	30546.6	36005.9
O15541				94324.4	98053.5	96882.3	92716.9
O43143				292679	314803	302197	305312
O43148				65803.2	67577.2	71183	75018.9
O43149				19783.9	17981.1	19025.8	19718.1
O43150				18805.7	17514.2	17780.2	16628.5
O43156				49603.1	50122.5	48224.4	47643.5
O43159				67940.8	69578.1	67052.3	69352.7
O43164				62894.8	70822	68022.6	72861.2
O43166				7579.86	6747.7		7480.96
O43167				1959.82	3681.27	1960.38	2570.09
O43169				382582	360568	393817	385545
O43172				140875	141235	144590	147902
O43175				779411	745117	753350	751024
O43181				22699.4	22492.2	22431.6	20969.8
O43237				153214	158606	158461	167620
O43242				264975	258757	246249	255316
O43251				16477.6	17527.5	16084.4	18675.3
O43252				76259.2	75680.1	74549.3	74114.7
O43257				4917.04	7029.25	5104.24	5219.12
O43264				124480	122331	125047	123646
O43290				98735.5	100134	104394	103637
O43292				41753.8	39172.2	38109.3	36602.7
O43293				16429.6	17859.8	14375.4	17437.5
O43298				13663.8	13741.1	14410.9	12192.8
O43299				20276.6	20791.1	17033.2	14252.4
O43310				5575.41	11396.1	9353.82	12302.9
O43314				107641	123290	106960	108547
O43318				17312.5	21545.9	20282.1	18642.5
O43324				199462	194054	190349	207650
O43353				20522.6	23181.6	24277.6	25414.6
O43379				17166.5	17638	16893.3	17998.8
O43390				590833	594346	611229	608205
O43395				104225	108321	113164	105957
O43396				339070	271823	228908	221419
O43399				242100	231356	291506	310805
O43402				34944.5	39786	47004.1	43880.3
O43414				55034.3	58828.1	57317.9	55009
O43422				29051.6	24415.3	21038.8	25534
O43426				12556.8	15282.1	15475.5	15226.1
O43427				38350	37146.9	37132.1	32079.3
O43432				54910.9	51877.6	60948.6	61083.5
O43447				157704	168387	172489	175805
O43463				36598.7	43016.3	44187.7	40412
O43464				33946.8	36743.2	39886.2	35172.2
O43482				11010.9	10559.7	9873.15	12707
O43488				164153	153921	158190	149266
O43491				132250	132349	133725	136198
O43493				11303.3	10890.2	13762.1	12115.1
O43502				10407.4	7906.23	7126.11	9862.46
O43504				162609	170454	184637	186413
O43513				7998.34	7633.97	6985.85	5881.18
O43524				6786.53	7606.81	6096.9	7153.51
O43542					5632.38		3078.4
O43567				5964.94	5261.84	2846.91	7405.29
O43572				9670.29	10204.7	11026.6	11973.8
O43583				36768.3	41251.8	38422.1	33483
O43592				366903	374712	372072	390802
O43598				176176	208090	177491	191405
O43615				481737	469691	458926	459114
O43617				110147	118400	116723	109236
O43633				58268.6	59832.3	56961.4	57611.5
O43657				29848.6	29245.3	32408.4	27741.6
O43660				57949.5	55878.7	57597.6	56165.4
O43663				67368	67699.2	66359.8	68826.6
O43665				12831.9	13363	10809.8	12915.2
O43670				227894	224015	214943	205472
O43674				44406.5	39901.6	45071.8	40906.7
O43676				63892.3	73421.2	69178	61721.1
O43677				25000.2	24194.3	27134.9	23349.7
O43678				20000.2	23468.6	34741.9	32972.8
O43681				319004	338002	349756	360305
O43683				13095.1	13805.5	14016.7	11185.5
O43684				343678	351149	351232	356427
O43688				111526	116048	112655	117177
O43707				769860	780140	774263	768480
O43708				58284.3	47611.2	48405.7	45838.5
O43709				135969	153496	139145	152142
O43715				42981.9	62336.9	58101.6	61772.2
O43716				22770.9	17889.8	24214.6	20830.9
O43719				153213	166630	160496	150638
O43734				2147.43	3424.28		3185.38
O43739					49642		
O43741				4449.91	15007.6		9088.18
O43747				87968.1	97669.1	99586.3	101809
O43752				46214.6	43934.6	42223.7	40690.5
O43760				30837.3	40334.4	39726.8	37944.2
O43765				179827	190329	182713	188211
O43766				5079.28		8247.39	5556.39
O43768				188345	180009	183713	188401
O43772				22535.5	20619.7	20904.9	23199.6
O43776				293143	283582	273624	272974
O43791				14219.1	14169.5	13551.2	12978.3
O43795				40272.7	40706.3	41138.9	42449.8
O43805				29197	28413.2	27861.8	31483.4
O43808				26753.5	25848.3	23333.8	23960.1
O43809				267737	272843	269863	267879
O43813				97084.5	104596	113319	107290
O43815				45325.7	49864.7	52954.3	51041.9
O43818				88704.3	103537	97070.6	95717.5
O43819				16875.7	21068.2	21350.3	24894.6
O43822				8409.21	6556.33	7428.21	
O43823				60611.3	57682	57966.4	57601.2
O43824				8984.02	8245.32	12300.2	6130.21
O43826				31730.8	29372.5	33939.6	34021.1
O43829				9470.46	5498.61	7480.14	6106.53
O43837				107239	104607	100339	100121
O43847				164371	165924	174438	178148
O43852				362320	381916	399580	404852
O43854				4043.22	3926.28	4132.73	2000.27
O43865				158317	160545	170483	169686
O43896				19366.6	17846.7	16083.5	17140.1
O43900				6991.37			
O43913				72508.7	68280.8	72409.3	67979
O43920				38759.2	45522	36023.9	40028.7
O43924				30575.8	26856.8	29002.9	29175.1
O43929				48641.1	50364.1	46759.1	45628.2
O43933				29907.7	29116.9	28079.2	26364.7
O60216				78474.3	83661.4	86216.2	85110.6
O60220				138359	138897	121956	123877
O60231				177906	165852	165284	167143
O60232				148889	142836	130962	144400
O60237				5358.48		6979.68	9081.11
O60239				9338.2	14821.3	11480	12934.4
O60244				33608.4	33674.4	32638.1	30311
O60245				8857.19	8227.26	7271.44	8690.5
O60256				72445.9	81824.4	83191.2	82518.4
O60264				149363	155908	155836	156473
O60266				3037.42	4426.45	3368.63	2909.81
O60271				68026.3	69203.6	69352.8	69765.5
O60287				91598.1	90790.4	87712.2	83896.5
O60291				4587.75	4318.03	4456.64	4958.09
O60293				18044.1	18410.6	20393.1	145760
O60294				18499.8	17889	14796.1	18034.7
O60306				57933.3	61048.4	60554	60386.4
O60313				118516	120259	113744	113633
O60318				31155.4	29503.4	29510.6	27621.5
O60331				12080	5797.61	11561.8	7905.79
O60333				55579.8	50687.8	51302	49831
O60337				22315.5	19654.6	23807.4	23799
O60341				60687.5	61624.6	60200.1	60329.3
O60343				35422.9	33252.9	33383.3	33087.9
O60353				3134.16	2895.77	2929.78	1994.65
O60361				14409.9	14918	19922.4	13493.8
O60427				46173.7	42204.6	43460.8	41451.7
O60437				45568.3	38400.4	48258.6	34112
O60443				35147.7	37873.3	36468.1	38916.8
O60447				14018.4	8425.16	9048.19	10489.3
O60476				6510.07	7182.08	8041.32	5367.08
O60487				19892.8	24073.5	20254.7	24055.1
O60488				88430	90939.9	89458.6	87219.8
O60493				180131	189124	184832	188699
O60499				24454.5	16929.3	16588.1	17829.3
O60502				79768.8	75022	75400.9	69579.4
O60503				7216.24	9595.35	10318.7	10185.6
O60504				12152.1	13680	13830.1	13982.7
O60506				933828	1.00168e+06	1.00103e+06	1.01177e+06
O60508				56375.4	67453.8	66774.6	71161.6
O60512				4471.38	3968.55	6083.34	5856.25
O60518				27504.4	24204.1	22269.3	23629.6
O60524				22719.6	21492.6	22652.1	21493.7
O60547				59815.2	62616	60390	60245.4
O60563				77283	85395.9	82756.3	77516.9
O60566				34143.3	32265.5	33846.2	34106.2
O60568				127489	160553	144580	130558
O60573				61977.5	70381.7	69338	69548.2
O60583				5828.44	5224.4	7372.13	5453.02
O60610				226153	227010	228581	232116
O60613				62444.6	66396	64626	64759.5
O60637				34174.8	46866.2	37358.3	30642
O60645				37904.3	35292.4	35947.8	34598.7
O60658				25590.3	23887.1	24311.3	23251.1
O60664				428602	431499	443501	454011
O60669				15934.8	16781.4	17933.7	16938.1
O60671				21009.3	23461	20001.1	21250.1
O60674				1246.05		2302.38	
O60675				38641.5	33928.3	45989.8	40405.3
O60678				104980	109314	109758	109024
O60684				293021	299192	294195	292241
O60701				186743	182234	182153	181210
O60716				153295	159831	153702	158540
O60725				13799	16940.1	15287.5	15746
O60739				30224	37063.5	48972.9	41120.3
O60749				102003	108838	112184	118832
O60762				201725	209721	209299	214089
O60763				203440	204410	197882	198169
O60779				11121.6	8282.11	9722.95	8632.26
O60783				40380.7	40105.1	43455.4	36434.8
O60784				38492.4	46137.8	46144	45460.6
O60825				53777.2	62257.3	60233.1	54962.4
O60826				42786.9	41225.5	39482.8	42701.7
O60828				151932	172449	146640	167348
O60830				26977.1	34074.7	26767.8	32512.8
O60832				181550	201524	197198	187667
O60841				309317	321105	326928	334013
O60858				4123.01	6803.01	2948.65	3641.04
O60869				454846	456118	441763	401812
O60870				118297	120728	107273	106189
O60879				25985.3	25328.8	27661.4	26748.9
O60884				393257	397721	410943	420574
O60885				48568.9	47965	45908.9	47356.7
O60888				673760	632935	630859	621356
O60907				23253.6	22848.3	23819.5	26501
O60921				16178	21725.7	23511.3	31677.8
O60925				149863	161106	164550	162729
O60927				21472.4	22535.6	18179.5	18623.6
O60930				32107.8	32270.2	32499.4	34253.2
O60934				131884	139903	132499	138716
O60936				32059.3	28516.1	30063.6	29295.6
O60941				11276.9	12263.7	9725.21	10237.4
O60942				28603.4	30384.6	29428.8	29875.3
O75027				16736.3	17921.5	16268.2	19110
O75030				24894.4	17962.2	20517.8	20527
O75044				34679.6	33318.4	31289.3	31667.9
O75052				4620.82	6126.3	3836.27	2926.87
O75054				17189.6	15444.4	10577.2	15262.6
O75061				2591.39	4411.48		6532.12
O75063				14593.4	17035	14746.1	16590.2
O75071				15506.2	15544.4	14280.3	14173.5
O75083				203890	206218	207271	210094
O75113				5663.79	6124.3	7020.07	5860.29
O75116				156883	158731	155586	158518
O75122				45897.8	46650.1	48028.2	46397.4
O75127				84434.3	72107.1	91444.2	88845.4
O75128				27587	30581	28482	30820.7
O75131				185353	197748	198147	197772
O75143				12394.4	9838.52	11999.1	12244.1
O75146				25581.9	28399.1	27830.5	28477.7
O75150				54736.5	55858.8	57065.4	54911.9
O75151				7243.4	4252.83	6727.49	6201.67
O75152				108886	110010	116320	112169
O75153				209134	228615	227429	228258
O75157				40761.4	36797.5	36166.4	38530.2
O75164				17706	18249.4	18197.2	14798.5
O75165				38134.5	33112.5	39085.3	35095.7
O75170				19866.4	20869.3	15342.4	19966.8
O75175				57652.8	55380.1	52396.4	56323.4
O75177				25591.2	23292.3	21574	14653
O75179				78008	73358.3	77056.5	75181.1
O75182				28339.9	27529.9	26012.4	22703.6
O75190				167131	167895	169405	173624
O75191				18430.5	16501.4	17876.6	16936
O75197				34087.8	12108	26887.2	30136.5
O75208				53645.3	63130.3	51989.2	50896.6
O75223				229570	234469	245997	225138
O75251				251523	232063	229905	223377
O75306				204784	232805	225650	230246
O75312				131806	130607	141991	137638
O75319				31455.8	28143.7	25098.1	30929.9
O75323				32407.6	32332	30265.1	31259.9
O75330				26232.2	24471.9	26233.8	24994
O75340				345038	418960	390421	382087
O75347				687440	689689	671772	664525
O75348				155626	140216	137672	141321
O75351				54300.5	49279.4	48181.3	55428
O75352				244958	249509	217904	204237
O75356				2447.95	1554.06	2313.16	2488.69
O75362				13223.4	13563.4	14058.6	14022.2
O75367				173557	190241	190917	198696
O75368				54536.9	54680.6	50838.3	54278.3
O75369				377901	388093	380372	382056
O75376				34345.5	24436.5	41200.6	45868.5
O75379				14648.6	18809.4	18597.7	20363.5
O75380				69872.1	76482.4	79914.7	78878
O75381				53025.9	51668.5	54687.3	51466.8
O75382				48117.7		40658.9	77436.5
O75385				6136.03	5216.77	5960.94	6223.14
O75386				4675.87			
O75390				725583	763107	715600	722396
O75391				76865	75317.5	63336.3	61901.7
O75394				12946	13609.8	15384	14118.2
O75396				224777	255371	265393	259033
O75400				143356	159447	164560	161442
O75410				30526.1	33702.5	31462.1	28461.5
O75414				11999.5	11466.8	13351.9	9059.11
O75419				36455.7	36680	29756.3	37348.6
O75420				5160.54	4815.12	4149.41	3948.22
O75427				5858.64	5773.67	5911.16	6451.14
O75431				49603.3	66177.8	77395.2	73341.4
O75436				367623	347543	301380	308630
O75438				73272	86518.7	84678	85962.8
O75439				121419	126929	126943	127314
O75446				9123.51	10867.6	10840.1	8899.87
O75448				20303	19369.9	17314.8	19009
O75449				19717.3	15185.8	14671.1	12925.2
O75459				4432.58			
O75475				183263	188371	189823	179256
O75477				75961.9	81932.8	70472.7	70611.9
O75489				152245	172723	173499	171567
O75494				140868	140004	138982	135547
O75496				31230.4	33051.6	35539.7	32940.9
O75503				10789.3	9515.69	12046	10519.3
O75506				133883	168588	183788	192504
O75521				332320	339564	334018	311548
O75528				16184	15966.3	17679.7	15769.9
O75529				11258.8	15113.2	14021.1	13388.5
O75530				82229.4	86774	78271.2	74248.5
O75531				1.15453e+06	1.2055e+06	1.24016e+06	1.2195e+06
O75533				450282	472684	458087	462485
O75534				188403	208702	198569	193048
O75554				30575	30239.9	26776.9	31324.2
O75569				21689.5	17581.1	21440.2	18613.3
O75570				2585.55	3641.61	3808.85	4307.52
O75581				14419.1	14647.8	12366.3	13031.8
O75582					1311.52	2903.98	3287.22
O75586				7838.88	11350.8	9039.04	9979.58
